"ISSN","TIULO","ESTRATO"
"23169664","REVISTA ELETRÔNICA PAULISTA DE MATEMÁTICA","B4"
"2316977X","CADERNOS DE CIÊNCIAS SOCIAIS DA UFRPE","B4"
"2316977X","REVISTA CADERNOS DE CIÊNCIAS SOCIAIS DA UFRPE","B4"
"2316980X","ECOLOGIA E NUTRIÇ<U+F1C3>O FLORESTAL","B5"
"23169826","LITERARTES","B4"
"23169834","REVISTA DE GEST<U+F1C3>O AMBIENTAL E SUSTENTABILIDADE GEAS","B2"
"23169834","REVISTA DE GESTAO AMBIENTAL E SUSTENTABILIDADE","B2"
"23169842","BRAZILIAN JOURNAL OF THERMAL ANALYSIS","B4"
"23169877","NONA ARTE","B4"
"23169877","NONA ARTE: REVISTA BRASILEIRA DE PESQUISA EM HISTÓRIAS EM QUADRINHOS","B1"
"23169877","NONA ARTE: REVISTA BRASILEIRA DE PESQUISAS EM HISTÓRIAS EM QUADRINHOS","B1"
"23169907","CADERNOS DE EDUCAÇ<U+F1C3>O, TECNOLOGIA E SOCIEDADE","B2"
"23169915","INTERNATIONAL JOURNAL OF COMPUTER ARCHITECTURE EDUCATION","B5"
"23169923","REVISTA LOGOS E EXISTÊNCIA","B4"
"2316994X","REVISTA BRASILEIRA DE MUSICOTERAPIA","B3"
"2317000X","ESFERA ACADÊMICA","C "
"23170026","CADERNOS DE PROSPECÇ<U+F1C3>O","B3"
"23170077","REVISTA CIENTÍFICA CIÊNCIA EM CURSO","B4"
"23170093","EDUCAÇ<U+F1C3>O EM FOCO","B2"
"23170115","RMP - REVISTA DOS MESTRADOS PROFISSIONAIS","B2"
"23170123","PMKT- REVISTA BRASILEIRA DE PESQUISAS DE MARKETING, OPINI<U+F1C3>O E MÍDIA","B3"
"23170123","PMKT - REVISTA BRASILEIRA DE PESQUISA DE MARKETING, OPINI<U+F1C3>O E MÍDIA","C "
"23170131","REVISTA OURICURI","B3"
"23170131","REVISTA OURICURI.","B3"
"23170158","REVISTA BRASILEIRA DE PREVIDÊNCIA","B4"
"23170174","IGUALITÁRIA: REVISTA DO CURSO DE HISTÓRIA DA ESTÁCIO BH","B5"
"23170190","ACTA FISIÁTRICA","B2"
"23170204","SOCIEDADE EM DEBATE","B2"
"2317028X","REVISTA GEOUECE","B4"
"23170301","ORALIDADES","B4"
"23170336","REVISTA ELETRÔNICA DA FACULDADE DE CIÊNCIAS EXATAS E DA TERRA - PRODUÇ<U+F1C3>O/CONSTRUÇ<U+F1C3>O E TECNOLOGIA","B5"
"23170344","PÓS - REVISTA BRASILIENSE DE PÓS-GRADUAÇ<U+F1C3>O EM CIÊNCIAS SOCIAIS","B4"
"23170344","REVISTA BRASILIENSE DE PÓS-GRADUAÇ<U+F1C3>O EM CIÊNCIAS SOCIAIS","B4"
"23170352","REVISTA CAFÉ COM SOCIOLOGIA","B2"
"23170360","REVISTA TERRITORIAL","B4"
"23170379","MULTICES-REVISTA ACADEMICA MULTIDISCIPLINAR","C "
"23170409","CALETROSCÓPIO","B2"
"23170433","MIGUILIM - REVISTA ELETRÔNICA DO NETLLI","B2"
"23170441","CONVIBRA : GEST<U+F1C3>O, EDUCAÇ<U+F1C3>O E PROMOÇ<U+F1C3>O DA SAÚDE","C "
"23170441","CONVIBRA SAÚDE","B5"
"23170476","DIVERSIDADE RELIGIOSA","B5"
"23170484","REVISTA DE AUDITORIA, GOVERNANÇA E CONTABILIDADE","B4"
"23170603","REVISTA EDUCAÇ<U+F1C3>O FÍSICA UNIFAFIBE","C "
"23170611","REVISTA ESPINHAÇO","B4"
"23170735","REVISTA LETRANDO","B5"
"23170751","DIVERSAPRÁTICA","B1"
"23170751","DIVERSAPRÁTICA: REVISTA ELETRÔNICA DA DIVIS<U+F1C3>O DE FORMAÇ<U+F1C3>O DOCENTE","B1"
"23170751","REVISTA DIVERSAPRÁTICA","C "
"23170808","ECOS DE LINGUAGEM","B4"
"23170816","REVISTA CIÊNCIA (IN) CENA","C "
"23170824","ANTHESIS","B4"
"23170824","ANTHESIS: REVISTA DE LETRAS E EDUCAÇ<U+F1C3>O DA AMAZÔNIA SUL-OCIDENTA","B5"
"23170824","ANTHESIS: REVISTA DE LETRAS E EDUCAÇ<U+F1C3>O DA AMAZÔNIA SUL-OCIDENTAL?","B5"
"23170840","SIGMAE","B5"
"23170875","CAMINHOS DA HISTÓRIA (UNIMONTES) (ONLINE)","B4"
"23170905","PROJURIS ESTUDOS JURÍDICOS","C "
"23170956","ENTREIDEIAS: EDUCAÇ<U+F1C3>O, CULTURA E SOCIEDADE","B4"
"23170956","REVISTA ENTREIDEIAS: EDUCAÇ<U+F1C3>O, CULTURA E SOCIEDADE","B2"
"23170956","REVISTA ENTREIDEIAS: EDUCAÇ<U+F1C3>O, CULTURA E SOCIEDADE (IMPRESSA)","B2"
"23170972","LEITURA: TEORIA E PRÁTICA","B1"
"23171006","CADERNOS DISCURSIVOS","B2"
"23171073","TREM DE LETRAS","B2"
"2317109X","HORIZONTES","B1"
"2317109X","REVISTA HORIZONTES","B1"
"23171111","UNISANTA BIOSCIENCE","B4"
"23171154","REVISTA DE ENFERMAGEM E ATENÇ<U+F1C3>O À SAÚDE","B3"
"23171170","REVISTA ELETRÔNICA DE EDUCAÇ<U+F1C3>O DE ALAGOAS z REDUC","C "
"23171189","SEBASTIANA","B5"
"23171219","REVISTA ENTREIDEIAS: EDUCAÇ<U+F1C3>O, CULTURA E SOCIEDADE","B2"
"2317126X","AMERICAN JOURNAL OF HYDROPOWER, WATER AND ENVIRONMENT SYSTEMS","B5"
"23171294","UNISANTA HUMANITAS","B5"
"23171308","UNISANTA LAW AND SOCIAL","C "
"23171308","UNISANTA LAW AND SOCIAL SCIENCE","C "
"23171316","UNISANTA SCIENCE & TECHNOLOGY","B5"
"23171316","UNISANTA SCIENCE AND TECHNOLOGY","B5"
"23171324","CADERNOS DE DIREITO E DESENVOLVIMENTO","B5"
"23171332","REVISTA DO NESEF","B4"
"23171332","REVISTA DO NESEF FILOSOFIA E ENSINO","B4"
"23171332","REVISTA DO NESEF: FILOSOFIA E ENSINO","B4"
"23171359","FIAR","B2"
"23171448","TEXTOS E DEBATES - REVISTA DE FILOSOFIA E CIÊNCIAS HUMANAS DA UNIVERSIDADE FEDERAL DE RORAIMA","B3"
"23171456","INTERSEÇGES - REVISTA DE ESTUDOS INTERDISCIPLINARES","B1"
"23171480","REVISTA DO CENTRO DE ESTUDOS RURAIS (RURIS)","B3"
"23171499","CIÊNCIA ATUAL - REVISTA CIENTÍFICA MULTIDISCIPLINAR DAS FACULDADES S<U+F1C3>O JOSÉ","B5"
"23171529","REVISTA BRASILEIRA DE ESTUDOS URBANOS E REGIONAIS","A2"
"23171537","JOURNAL OF SEED SCIENCE","B1"
"23171634","REVISTA BRASILEIRA DE ATIVIDADE FÍSICA E SAÚDE","B2"
"23171650","SABERES EM AÇ<U+F1C3>O","B4"
"23171707","BOOK OF ABSTRACTS- WORLD CONGRESS ON COMMUNICATION AND ARTS","C "
"23171758","REVISTA SOCIAIS E HUMANAS","B2"
"23171782","CODAS","A1"
"23171839","EJA EM DEBATE","B3"
"23171871","WEB-REVISTA DIÁLOGOS E CONFRONTOS REVISTA EM HUMANIDADES","C "
"23171979","VOZES, PRETÉRITO & DEVIR","B2"
"23172002","GNARUS REVISTA DE HISTÓRIA","B4"
"23172010","DIALECTUS: REVISTA DE FILOSOFIA","B3"
"23172010","REVISTA DIALECTUS","B2"
"23172037","PUBLICAÇGES FACULDADE SENAC MINAS","C "
"23172096","ALETRIA: REVISTA DE ESTUDOS DE LITERATURA","B1"
"2317210X","JURIS PLENUM PREVIDENCIÁRIA","B1"
"23172134","REVISTA CONTRASTE","B5"
"23172150","PENSAR - REVISTA DE CIÊNCIAS JURÍDICAS","A1"
"23172215","PENSARES EM REVISTA","B1"
"23172231","REVISTA MUSEITEC","C "
"23172231","REVISTA MUSEITEC - MUSEOLOGIA, TECNOLOGIA E PATRIMÔNIO CULTURAL","B4"
"23172266","BÓLIDE - REVISTA DE LITERATURA E ARTE","C "
"23172320","LINGU@ NOSTR@ - REVISTA VIRTUAL DE ESTUDOS DE GRAMÁTICA E DE LINGUÍSTICA","B4"
"23172339","REVISTA SOFIA - VERS<U+F1C3>O ELETRÔNICA","B1"
"23172339","SOFIA","B1"
"23172347","REVISTA LETRAS RARAS","B1"
"23172363","REVISTA BRASILEIRA DE PLANEJAMENTO E DESENVOLVIMENTO","B3"
"23172428","REVISTA INTERDISCIPLINAR DE GEST<U+F1C3>O SOCIAL","B4"
"23172428","REVISTA INTERDISCIPLINAR DE GEST<U+F1C3>O SOCIAL - RIGS","B4"
"23172428","RIGS - REVISTA INTERDISCIPLINAR DE GEST<U+F1C3>O SOCIAL","B4"
"23172436","CURRENT AGRICULTURAL SCIENCE AND TECHNOLOGY","B4"
"23172444","CAMPO JURÍDICO","B4"
"23172444","CAMPO JURÍDICO - REVISTA DE DIREITO AGROAMBIENTAL E TEORIA DO DIREITO","B4"
"23172452","CRIAR EDUCAÇ<U+F1C3>O ? REVISTA DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM EDUCAÇ<U+F1C3>O ? UNESC","B4"
"23172452","CRIAR EDUCAÇ<U+F1C3>O REVISTA DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM EDUCAÇ<U+F1C3>O UNESC","B1"
"23172460","INOVA SAÚDE","B4"
"23172509","CLÍNICA & CULTURA","B3"
"2317255X","UNIVERSO TECNOLOGICO","B5"
"2317255X","UNIVERSO TECNOLÓGICO","B5"
"23172606","ENCICLOPEDIA BIOSFERA","B2"
"23172649","REVISTA FORMAR INTERDISCIPLINAR","B5"
"23172663","REVISTA BRASILEIRA DE PLANEJAMENTO E DESENVOLVIMENTO","B5"
"2317269X","VIGILÂNCIA SANITÁRIA EM DEBATE: SOCIEDADE, CIÊNCIA & TECNOLOGIA","B1"
"23172738","REVISTA DIGITAL DO INSTITUTO LATINO-AMERICANO DE ARTE, CULTURA E HISTÓRIA- UNILA","B4"
"23172746","CADERNOS APARTE","B4"
"23172762","PÓS. REVISTA DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM ARQUITETURA E URBANISMO DA FAUUSP","B1"
"23172770","SAÚDE, ÉTICA E JUSTIÇA","B5"
"23172835","SCIENTIFIC INVESTIGATION IN DENTISTRY","B5"
"2317286X","CADERNOS DE PESQUISA EM CIÊNCIA POLÍTICA","B4"
"23172932","REVISTA FEMINISMOS","B2"
"23172983","REVISTA FSA (FACULDADE SANTO AGOSTINHO)","B2"
"23172983","REVISTA FSA (FACULDADE SANTO AGOSTINHO) (ONLINE)","B2"
"23173009","ARCHIVES OF HEALTH INVESTIGATION","B3"
"23173033","REVISTA GEST<U+F1C3>O E CONTROLE","C "
"2317305X","INFORMATIVO TÉCNICO DO SEMIÁRIDO","B5"
"23173076","JOURNAL OF HEALTH & BIOLOGICAL SCIENCES","B4"
"23173084","JOURNAL OF HEALTH AND BIOLOGICAL SCIENCES","B3"
"23173092","REVISTA CIENTIFICA DA UNIMONTES","B4"
"23173092","REVISTA NORTE MINEIRA DE ENFERMAGEM - RENOME","B4"
"23173114","REVISTA BRASILEIRA DE AGROTECNOLOGIA","B5"
"23173122","REVISTA BRASILEIRA DE GEST<U+F1C3>O AMBIENTAL","B4"
"23173173","PROCEEDINGS OF SAFETY, HEALTH AND ENVIRONMENT WORLD CONGRESS","C "
"23173246","CADERNOS DO GEA","B3"
"23173254","CONEX<U+F1C3>O POLÍTICA","B5"
"23173254","CONEX<U+F1C3>O POLÍTICA - REVISTAS ELETRÔNICAS DA UFPI","B5"
"23173378","REVISTA ENFERMAGEM CONTEMPORÂNEA","B4"
"23173386","BRAZILIAN JOURNAL OF MEDICINE AND HUMAN HEALTH","B4"
"23173394","PSICOLOGIA, DIVERSIDADE E SAÚDE","B4"
"23173432","APAE CIÊNCIA","C "
"23173459","REVISTA NEIBA - CADERNOS ARGENTINA-BRASIL","B3"
"23173467","REVISTA BIOMOTRIZ","B4"
"23173475","REVISTA (CON)TEXTOS LINGUISTICOS","B1"
"23173475","REVISTA (CON)TEXTOS LINGUÍSTICOS","B1"
"23173491","REVISTA EQUADOR","B4"
"23173491","REVISTA EQUADOR (UFPI)","B4"
"23173556","REVISTA ELETRÔNICA DA EJUD DA 17S REGI<U+F1C3>O","B4"
"23173580","REVISTA THESIS JURIS","B1"
"23173602","REVISTA THEAR: THEOLOGIA E ASSUNTOS RELIGIOSOS","C "
"23173610","REVISTA DE LETRA EM LETRA","B5"
"23173653","REVISTA CADE","C "
"2317367X","O MUTUM - REVISTA DE LITERATURA E PENSAMENTO","C "
"23173688","RELEGENS THRÉSKEIA: ESTUDOS E PESQUISA EM RELIGI<U+F1C3>O","B4"
"23173688","REVISTA RELEGENS THRÉSKEIA","B4"
"2317370X","REVISTA BRASILEIRA DE GEOLOGIA DE ENGENHARIA E AMBIENTAL","B4"
"23173742","DESAFIOS NA EDUCAÇ<U+F1C3>O","C "
"23173777","DANÇA: REVISTA DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM DANÇA","B5"
"23173777","REVISTA DANÇA","B5"
"23173793","REVISTA DIÁLOGOS INTERDISCIPLINARES","B3"
"23173815","REVISTA DO EDICC","B5"
"23173882","ARGUMENTA","B1"
"23173890","REVISTA DE DESENVOLVIMENTO E INOVAÇ<U+F1C3>O","C "
"23173963","JOURNAL OF MODERN PROJECT MANAGEMENT","B3"
"23173971","ALGAZARRA","C "
"23174005","UNOPAR CIENTÍFICA: CIÊNCIAS JURÍDICAS E EMPRESARIAIS","B4"
"23174021","REVISTA VERNÁCULO","B5"
"23174080","REVISTA MOINHOS","B5"
"23174153","CONFLUÊNCIA","B1"
"2317417X","INCANTARE","B4"
"23174242","REVELE - REVISTA VIRTUAL DOS ESTUDANTES DE LETRAS","B2"
"23174242","REVELE: REVISTA VIRTUAL DOS ESTUDANTES DE LETRAS","B2"
"23174242","REVISTA REVELE","B2"
"23174285","REVISTA BRASILEIRA DE GEOMÁTICA","B5"
"23174307","REVISTA DE CULTURA TEOLÓGICA","B1"
"23174323","REVISTA DE INICIAÇ<U+F1C3>O CIENTÍFICA DA ULBRA","B5"
"23174382","INTERNATIONAL CONFERENCE ON ENGINEERING AND TECHNOLOGY EDUCATION. PROCEEDINGS","C "
"23174390","INFORMAÇ<U+F1C3>O@PROFISSGES","B5"
"23174404","BRAZILIAN JOURNAL OF SURGERY AND CLINICAL RESEARCH","B4"
"23174501","REVISTA ELETRÔNICA DE ADMINISTRAÇ<U+F1C3>O E CIÊNCIAS CONTÁBEIS.","B5"
"23174536","CADERNOS DO IME - SÉRIE ESTATÍSTICA","B4"
"23174552","REVISTA BRASILEIRA DE DIREITO ANIMAL (ONLINE)","A1"
"23174595","CIÊNCIA E SOCIEDADE","B2"
"23174625","FIGURA. STUDI SULL`IMMAGINE NELLA TRADIZIONE CLASSICA","B4"
"23174692","BRAZILIAN JOURNAL OF GEOLOGY","B1"
"23174722","JANGADA: CRÍTICA, LITERATURA, ARTES","B1"
"23174757","AMAZÔNIA EM FOCO: CIÊNCIA E TECNOLOGIA","B2"
"23174765","RUS - REVISTA DE LITERATURA E CULTURA RUSSA","B4"
"23174889","BRAZILIAN JOURNAL OF GEOLOGY","B1"
"23174919","PARÁGRAFO: REVISTA CIENTÍFICA DE COMUNICAÇ<U+F1C3>O SOCIAL DA FIAM-FAAM","B4"
"23174935","POÉTICAS VISUAIS: REVISTA DO PORTAL DAS POÉTICAS VISUAIS","B5"
"2317496X","DIREITO, POLÍTICA E SOCIEDADE","B2"
"23175001","REVISTA DE CONTABILIDADE, CIÊNCIA DA GEST<U+F1C3>O E FINANÇAS","B4"
"2317501X","REVISTA GLOBAL MANAGER","B5"
"23175079","REVISTA INTERDISCIPLINAR (ONLINE)","B4"
"23175087","GEST<U+F1C3>O E CONEXGES","B2"
"23175087","REVISTA GEST<U+F1C3>O & CONEXGES","B4"
"23175117","CUMBUCA","C "
"23175125","AMAZÔNIA - REVISTA DE EDUCAÇ<U+F1C3>O EM CIÊNCIAS E MATEMÁTICAS (ONLINE)","A2"
"23175125","AMAZÔNIA (UFPA)","B4"
"23175206","BOLETIM DO MUSEU INTEGRADO DE RORAIMA (ONLINE)","B4"
"23175338","REVISTA SUL-AMERICANA DE CIÊNCIA POLÍTICA","B2"
"23175389","REVISTA DIREITOS HUMANOS E DEMOCRACIA","B1"
"23175419","REVISTA ELETRÔNICA DE GEOGRAFIA TERRITORIUM TERRAM","B5"
"23175419","REVISTA TERRITORIUM TERRAM","B5"
"23175427","ESTUDOS DE SOCIOLOGIA (UFPE)","B1"
"23175443","REVISTA BRASILEIRA DE DESENVOLVIMENTO REGIONAL","B2"
"23175451","REVISTA ELO - DIÁLOGOS EM EXTENS<U+F1C3>O","B4"
"23175516","TEMPORIS [AÇ<U+F1C3>O]","B2"
"2317563X","REVISTA ELETRÔNICA DE GEST<U+F1C3>O E TECNOLOGIAS AMBIENTAIS","B3"
"23175656","KOAN - REVISTA DE EDUCAÇ<U+F1C3>O E COMPLEXIDADE","B5"
"23175699","POSTAIS - REVISTA DO MUSEU NACIONAL DOS CORREIOS","B5"
"23175729","REVISTA BRASILEIRA DE CIÊNCIAS DA AMAZÔNIA","B5"
"23175737","CONCEIÇ<U+F1C3>O/CONCEPTION","B1"
"23175737","CONCEIÇ<U+F1C3>O/CONCEPTION REVISTA DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM ARTES DA CENA","B1"
"23175818","REVISTA BRASILEIRA DE AGROPECUÁRIA SUSTENTÁVEL (RBAS)","B4"
"23175869","SCIENTIA (REVISTA DE ENSINO, PESQUISA E EXTENS<U+F1C3>O)","C "
"23175907","JOURNAL OF RESEARCH IN DENTISTRY","B5"
"23175915","MOSTRA DE INICIAÇ<U+F1C3>O CIENTÍFICA DO CESUCA","C "
"23175966","REVISTA UNIASSELVI-PÓS","C "
"23176032","REVISTA BRASILEIRA DE CIÊNCIAS DA SAÚDE","B3"
"23176059","ART MUSIC REVIEW","B5"
"23176083","REVISTA DE ADMINISTRAÇ<U+F1C3>O","B3"
"23176091","REVISTA DE CIÊNCIAS DA EDUCAÇ<U+F1C3>O","B1"
"23176105","CHIROPTERA NEOTROPICAL","B5"
"2317613X","ARTE REVISTA","B4"
"23176148","REVISTA DE CONTABILIDADE DOM ALBERTO","B4"
"23176172","REVISTA DIREITO GV (ONLINE)","A1"
"2317627X","ECONOMIA & REGI<U+F1C3>O","B3"
"2317630X","MANUSCRITO","A1"
"23176318","SERVIÇO SOCIAL & SOCIEDADE","A1"
"23176369","REVISTA BRASILEIRA DE SAÚDE OCUPACIONAL","B1"
"23176377","PER MUSI (ONLINE)","A1"
"23176385","EINSTEIN (SAO PAULO)","B1"
"23176431","AUDIOLOGY - COMMUNICATION RESEARCH (ACR)","B1"
"23176466","CADERNO PROFISSIONAL DE MARKETING","B3"
"23176539","CADERNOS DO DESENVOLVIMENTO FLUMINENSE","B3"
"23176555","REVISTA DUC IN ALTUM","B1"
"23176563","CONJUNTURA GLOBAL","B4"
"23176571","REVISTA BRASILEIRA DE EDUCAÇ<U+F1C3>O DE JOVENS E ADULTOS","B1"
"23176628","REVISTA VIRTUAL EN_FIL - ENCONTROS COM A FILOSOFIA","B4"
"23176644","REVISTA BRASILEIRA DE INFORMAÇ<U+F1C3>O BIBLIOGRÁFICA EM CIÊNCIAS SOCIAIS - BIB","B2"
"23176660","CIÊNCIA E CULTURA","A2"
"23176695","RBCEH. REVISTA BRASILEIRA DE CIÊNCIAS DO ENVELHECIMENTO HUMANO","B2"
"23176717","ENGEVISTA - REVISTA DA ESCOLA DE ENGENHARIA DA UFF","B4"
"23176725","SAECULUM","B1"
"23176725","SAECULUM: REVISTA DE HISTÓRIA","B1"
"2317675X","COMUNICAÇ<U+F1C3>O & INFORMAÇ<U+F1C3>O","B2"
"23176784","VISUALIDADES","A2"
"23176792","REVISTA LATINO-AMERICANA DE INOVAÇ<U+F1C3>O E ENGENHARIA DE PRODUÇ<U+F1C3>O","B4"
"23176865","DIVERSOS AFINS","C "
"23176911","REVISTA MEMENTO","B1"
"23176989","REVISTA ELETRÔNICA DISCENTE HISTÓRIA.COM","B4"
"23176997","TE S ]XOH","C "
"23177136","ARQUIVOS DE CIÊNCIAS DO ESPORTE","B4"
"23177144","JUSTIÇA ELEITORAL EM DEBATE","C "
"23177217","INTERSCIENTIA","B3"
"23177233","REVISTA ELETRÔNICA DAS FACULDADES INTEGRADAS IPIRANGA","C "
"23177349","REVISTA DE DIREITO ADMINISTRATIVO CONTEMPORÂNEO","B4"
"23177357","PRAXIA - REVISTA ON LINE DE EDUCAÇ<U+F1C3>O FÍSICA DA UEG","B4"
"2317742X","CADERNOS DE PESQUISA EM EDUCAÇ<U+F1C3>O","B1"
"2317742X","CADERNOS DE PESQUISA EM EDUCAÇ<U+F1C3>O PPGE.UFES","B2"
"23177438","PERSPECTIVAS SOCIAIS","B5"
"23177462","STUDIA KANTIANA","A2"
"23177519","REVISTA COMUNICAÇ<U+F1C3>O, CULTURA E SOCIEDADE","B5"
"23177616","REVISTA SAÚDE, CORPO, AMBIENTE & CUIDADO","B5"
"23177667","TUTORES - EDUCAÇ<U+F1C3>O MULTIDISCIPLINAR","C "
"23177705","RAÍZES E RUMOS","B4"
"23177721","DIREITO DA CIDADE","A1"
"2317773X","ESTUDOS INTERNACIONAIS","B2"
"23177764","TEMIMINÓS REVISTA CIENTÍFICA","B3"
"23177837","ESPAÇO E ECONOMIA","B3"
"23177853","OLH@RES - REVISTA ELETRÔNICA DO DEPARTAMENTO DE EDUCAÇ<U+F1C3>O DA UNIFESP","B2"
"23177977","PANORAMA EUA","C "
"23177985","REVISTA LITERÁRIA CAFÉ-COM-LETRAS","B5"
"23178035","RDIJ z REVISTA DE DIREITO DA INFÂNCIA E DA JUVENTUDE","B5"
"23178051","CADERNOS DE LÍNGUA E LITERATURA HEBRAICA","B4"
"23178086","VIA ATLÂNTICA","A2"
"23178329","AUTOS E BAIXAS - REVISTA DA JUSTIÇA FEDERAL DO RIO GRANDE DO SUL - JUSTIÇA, MEMÓRIA E CIDADANIA","B5"
"23178361","HISTÓRIA, NATUREZA E ESPAÇO","B4"
"2317837X","REVISTA DE FINANÇAS PÚBLICAS TRIBUTAÇ<U+F1C3>O E DESENVOLVIMENTO","B5"
"23178442","AREL FAAR - AMAZON'S RESEARCH AND ENVIRONMENTAL LAW","A2"
"23178469","REVISTA SAÚDE & CIÊNCIA ONLINE","B2"
"23178507","REVISTA BRASILEIRA DE SOCIOLOGIA","A2"
"23178523","REVISTA DO NÚCLEO DE ESTUDOS DE ECONOMIA CATARINENSE","B3"
"23178558","CADERNOS DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM DIREITO - PPGDIR./UFRGS","B1"
"23178582","SAÚDE E DESENVOLVIMENTO HUMANO","B3"
"23178590","REVISTA ÑANDUTY","B4"
"23178604","PERIÓDICO TÉCNICO E CIENTÍFICO CIDADES VERDES","B4"
"23178698","REVISTA ARTE 21","B4"
"23178825","REVISTA CONTINENTES","B2"
"23178876","ERGODESIGN & HCI","B3"
"23178957","ACTA SCIENTIAE ET TECHNICAE","B3"
"2317904X","EDUCAÇ<U+F1C3>O MATEMÁTICA EM REVISTA","A2"
"23179066","SCIENTIA VITAE","B5"
"23179082","REVISTA DO MESTRADO PROFISSIONAL GEST<U+F1C3>O EM ORGANIZAÇGES APRENDENTES","B4"
"23179120","EVOLVERE SCIENTIA","B4"
"23179155","REVISTA ELETRÔNICA DO TRIBUNAL REGIONAL DO TRABALHO DA 5S REGI<U+F1C3>O","C "
"2317918X","REVISTA JURÍDICA","B2"
"2317921X","RP 3 - REVISTA DE PESQUISAS EM POLÍTICAS PÚBLICAS","B3"
"23179430","REVISTA TOCANTINENSE DE GEOGRAFIA","B4"
"23179465","OPARÁ","B5"
"2317949X","DESAFIO ONLINE","B3"
"23179511","TRADTERM","B2"
"23179546","REVISTA HISTÓRIA DA MATEMÁTICA PARA PROFESSORES","B4"
"23179554","REVISTA JURÍDICA DO CESUCA","B3"
"23179570","REVISTA DE FILOSOFIA MODERNA E CONTEMPORÂNEA","B2"
"23179627","FÓRUM MUNICIPAL & GEST<U+F1C3>O DAS CIDADES","B4"
"23179643","ECOTOXICOLOGY AND ENVIRONMENTAL CONTAMINATION","B3"
"23179651","CARACOL","B1"
"23179694","SONIC IDEAS","C "
"23179694","SONIC IDEAS (ONLINE)","C "
"23179708","REVISTA ANALISANDO EM CIÊNCIA DA INFORMAÇ<U+F1C3>O","B3"
"23179805","FAHS - REVISTA DE FILOSOFIA E TEOLOGIA DA FACULDADE DOM HEITOR SALES","B5"
"23179880","REVISTA JURÍDICA ELETRÔNICA DIREITO, SOCIEDADE E DESENVOLVIMENTO","B4"
"23179899","REVISTA GERAÇ<U+F1C3>O Z","C "
"23179937","REVISTA VÓRTEX","A2"
"23179953","1S ANÁLISE - SEADE","C "
"23179996","REVISTA DA ACADEMIA MARANHENSE DE LETRAS JURÍDICAS","C "
"23180013","REVISTA ELETRÔNICA PRO-DOCÊNCIA","C "
"23180021","UROMINAS z REVISTA CIENTÍFICA DE UROLOGIA DA SBU-MG","C "
"23180099","REVISTA ELETRÔNICA DO GEPPELE","C "
"23180129","REVISTA CIÊNCIA E MAÇONARIA","B2"
"23180188","REVISTA AGROECOSSISTEMAS","B3"
"23180277","REVISTA TRANSGRESSGES","B2"
"23180331","REVISTA BRASILEIRA DE RECURSOS HÍDRICOS","A2"
"23180498","REVISTA BRASILEIRA DE PSICODRAMA","B2"
"23180501","ESTUDOS KANTIANOS","B1"
"23180528","REVISTA CIENTÍFICA ELETRÔNICA-UNISEB","B5"
"23180536","REVISTA DEBATE ECONÔMICO","B4"
"23180552","MATEMÁTICA E ESTATÍSTICA EM FOCO","B4"
"23180579","REVISTA UNINGÁ","B4"
"23180595","REVISTA ATUALIDADES","C "
"23180676","DOCTRINA E@D","B5"
"23180692","REVISTA DE ENGENHARIA DA UNIVERSIDADE CATÓLICA DE PETRÓPOLIS","B4"
"23180722","REVISTA CIÊNCIAS ADMINISTRATIVAS","B2"
"23180730","REVISTA TECNOLOGIA","B5"
"23180765","REVISTA TRILHA DIGITAL","B5"
"23180811","MISES: REVISTA INTERDISCIPLINAR DE FILOSOFIA, DIREITO E ECONOMIA","B5"
"23180862","REVISTA DA ANCLIVEPA","B5"
"23180870","REVISTA DE EDUCAÇ<U+F1C3>O PUC-CAMPINAS","A2"
"23180889","TRANSINFORMAÇ<U+F1C3>O","A1"
"23180897","RCM. REVISTA DE CIÊNCIAS MÉDICAS","B3"
"23180919","OCULUM ENSAIOS","A2"
"23180943","REVISTA DOCCENA","C "
"23181001","REVISTA EVIDENCIAÇ<U+F1C3>O CONTÁBIL & FINANÇAS","B3"
"23181028","VERSALETE","B4"
"23181044","REVISTA CIENTÍFICA CENSUPEG","B4"
"23181095","OLHARES AMAZÔNICOS","B5"
"23181109","REVISTA DE ARQUITETURA IMED","B4"
"23181222","SCIENTIA FORESTALIS","B1"
"23181265","JOURNAL OF ANIMAL BEHAVIOUR AND BIOMETEOROLOGY","B2"
"23181346","NOVA REVISTA AMAZÔNICA","B3"
"23181400","DOCUMENTOS / EMBRAPA PESCA E AQUICULTURA","C "
"23181419","REVISTA AMAZÔNIA SCIENCE & HEALTH","B5"
"23181478","O ADJUNTO - REVISTA PEDAGÓGICA DA ESCOLA DE APERFEIÇOAMENTO DE SARGENTOS DAS ARMAS","C "
"23181494","ACADÊMICO MUNDO","B5"
"23181516","PANORAMA OF BRAZILIAN LAW","B3"
"23181540","HORIZONTES - REVISTA DE EDUCAÇ<U+F1C3>O","B2"
