"TITULO","ISSN","AREA","ESTRATO"
"Quadrant (Montpellier)","07690126","INTERDISCIPLINAR                                  ","B3"
"Québec Français","03162052","INTERDISCIPLINAR                                  ","B4"
"Química Analítica (Barcelona)","02120569","INTERDISCIPLINAR                                  ","B3"
"Recherches Féministes","08384479","INTERDISCIPLINAR                                  ","C "
"REE. Revue de l'Électricité et de l'Électronique","12656534","INTERDISCIPLINAR                                  ","B5"
"Renovarte","19832516","INTERDISCIPLINAR                                  ","C "
"Reproductive Sciences (Thousand Oaks. Online)","19337205","INTERDISCIPLINAR                                  ","B1"
"Resources Conservation and Recycling","10301038","INTERDISCIPLINAR                                  ","B1"
"Reviews in Clinical Gerontology (Print)","09592598","INTERDISCIPLINAR                                  ","B3"
"REVISTA AO PE DA LETRA","18085121","INTERDISCIPLINAR                                  ","B5"
"Revista Brasileira de Educacao a Distancia","01044141","INTERDISCIPLINAR                                  ","C "
"Revista Brasileira de Terapia Floral","14146231","INTERDISCIPLINAR                                  ","B4"
"Revista Brasileira de Videocirurgia","16787137","INTERDISCIPLINAR                                  ","B4"
"Revista Catalana de Sociologia","11368527","INTERDISCIPLINAR                                  ","B4"
"Revista Cáthedra","18061923","INTERDISCIPLINAR                                  ","C "
"Revista CELL ? Revista discente do Centro de Estudos Linguísticos e Literários da Universidade Federal de Ouro Preto","21790221","INTERDISCIPLINAR                                  ","C "
"Revista Chilena de Ciencias Médico-Biológicas","07169337","INTERDISCIPLINAR                                  ","B3"
"Revista Científica da Escola de Administração do Exército","18085784","INTERDISCIPLINAR                                  ","C "
"Revista Científica da UNESC","16789652","INTERDISCIPLINAR                                  ","B5"
"Revista Científica das Faculdades Integradas de Jaú (Impresso)","18065589","INTERDISCIPLINAR                                  ","B5"
"Revista Científica das Faculdades Maria Thereza","16797310","INTERDISCIPLINAR                                  ","B5"
"Revista Científica Educaceará","22385207","INTERDISCIPLINAR                                  ","B4"
"Revista Científica Eletrônica de Turismo (São Paulo)","18069169","INTERDISCIPLINAR                                  ","B5"
"Revista Científica UNIVIX","16787048","INTERDISCIPLINAR                                  ","B5"
"Revista Con La A","2254268X","INTERDISCIPLINAR                                  ","C "
"Revista da Academia Amazonense de Letras","22369643","INTERDISCIPLINAR                                  ","C "
"Revista da Associação de Psiquiatria e Psicologia da Infância e da Adolescência","0101000X","INTERDISCIPLINAR                                  ","B5"
"Revista da EMATRA/RJ","15182525","INTERDISCIPLINAR                                  ","B5"
"Revista da Faculdade Christus","16761855","INTERDISCIPLINAR                                  ","C "
"Revista da FMF (Manaus)","16766520","INTERDISCIPLINAR                                  ","B5"
"Revista da Procuradoria-Geral do Município de Belo Horizonte (Online)","21762392","INTERDISCIPLINAR                                  ","C "
"Revista da Universidade do Amazonas. Serie Ciencias Humanas","01039024","INTERDISCIPLINAR                                  ","B4"
"Revista de Administração Mater Dei","18060005","INTERDISCIPLINAR                                  ","B5"
"Revista de Ciencias Sociales (San José)","04825276","INTERDISCIPLINAR                                  ","B3"
"Revista de Derecho Penal y Criminología","11329955","INTERDISCIPLINAR                                  ","C "
"Revista de direito (Goiania)","0034799X","INTERDISCIPLINAR                                  ","B5"
"Revista de Direito Univille","22375414","INTERDISCIPLINAR                                  ","B5"
"Revista de Educação (Patos. CD-ROM)","16770498","INTERDISCIPLINAR                                  ","B5"
"Revista de Estética","03273687","INTERDISCIPLINAR                                  ","C "
"Revista de Estudios Empresariales. Segunda época.","19889046","INTERDISCIPLINAR                                  ","B5"
"Revista de Historia Industrial","11327200","INTERDISCIPLINAR                                  ","B3"
"Revista de Ingeniería de Sonido y Acústica","13906348","INTERDISCIPLINAR                                  ","B4"
"Revista de la Educacion a Distancia","15787680","INTERDISCIPLINAR                                  ","B4"
"Revista de la Facultad de Agronomía. Universidad Central de Venezuela","00418285","INTERDISCIPLINAR                                  ","B4"
"Revista de la Facultad de Derecho y Ciencias Sociales. Universidad Autónoma de Nuevo León","01883658","INTERDISCIPLINAR                                  ","B2"
"Revista de Letras do Instituto de Humanidades da Unigranrio","18080642","INTERDISCIPLINAR                                  ","B5"
"Revista de Linguagens Boca da Tribo","21757364","INTERDISCIPLINAR                                  ","C "
"Revista de Literatura, História e Memória","19831408","INTERDISCIPLINAR                                  ","B4"
"Revista de Odontologia - SOBRALOR","18068561","INTERDISCIPLINAR                                  ","B5"
"Revista de Pediatria","1982548X","INTERDISCIPLINAR                                  ","B4"
"Revista Digital do Instituto dos Advogados Brasileiros - IAB","19849796","INTERDISCIPLINAR                                  ","B5"
"Revista do LAFEP","22369333","INTERDISCIPLINAR                                  ","B4"
"Revista do Tribunal de Contas do Distrito Federal","01027751","INTERDISCIPLINAR                                  ","C "
"Revista Educação Especial","1984696X","INTERDISCIPLINAR                                  ","C "
"Revista Electronica de Dificultades de Aprendizaje","21720851","INTERDISCIPLINAR                                  ","B4"
"Revista Engenharia na Agricultura","14143884","INTERDISCIPLINAR                                  ","B4"
"Revista Española de Cardiología (Internet)","15792242","INTERDISCIPLINAR                                  ","B3"
"Revista Española de Salud Pública","11355727","INTERDISCIPLINAR                                  ","B1"
"Revista Eu Comunico","19812116","INTERDISCIPLINAR                                  ","C "
"Revista FACEAR","18076599","INTERDISCIPLINAR                                  ","C "
"Revista Factus (Impresso)","16791851","INTERDISCIPLINAR                                  ","B5"
"Revista FCE. Facultad de Ciencias Empresariales","15109453","INTERDISCIPLINAR                                  ","C "
"Revista Gestión Cultural","16697189","INTERDISCIPLINAR                                  ","C "
"Revista Iberoamericana de Discurso y Sociedad","15750663","INTERDISCIPLINAR                                  ","B3"
"Revista IMES. Comunicação","15185958","INTERDISCIPLINAR                                  ","B5"
"Revista Intensiva","18083269","INTERDISCIPLINAR                                  ","C "
"Revista Jurídica Mater Dei","16761278","INTERDISCIPLINAR                                  ","C "
"Revista Latinoamericana de Mastología","10282564","INTERDISCIPLINAR                                  ","B4"
"Revista Latinoamericana PACARINA de Ciencias Sociales y Humanidades","18537391","INTERDISCIPLINAR                                  ","B4"
"Revista Literária Borboletras","21761825","INTERDISCIPLINAR                                  ","C "
"Revista Médica de Homeopatía","18888526","INTERDISCIPLINAR                                  ","B2"
"Revista Nestlé Bio Nutrição e Saúde","21768463","INTERDISCIPLINAR                                  ","B5"
"Revista Objetiva","18081444","INTERDISCIPLINAR                                  ","C "
"Revista Observatorio de Juventud","07183119","INTERDISCIPLINAR                                  ","B3"
"Revista Pedagogia Cotidiano Ressignificado","19827318","INTERDISCIPLINAR                                  ","C "
"Revista Pequén","0719112X","INTERDISCIPLINAR                                  ","B3"
"Revista Peruana de Ciencia Política","22276785","INTERDISCIPLINAR                                  ","B2"
"Revista Pesquisa & Iniciação Científica - Amapá","19839782","INTERDISCIPLINAR                                  ","C "
"Revista Pesquisa e Extensão em Saúde (UNESC)","1806485X","INTERDISCIPLINAR                                  ","B5"
"Revista Portuguesa de Otorrinolaringologia e Cirurgia Cérvico-Facial","08733864","INTERDISCIPLINAR                                  ","B5"
"Revista Presença","94051550","INTERDISCIPLINAR                                  ","C "
"Revista Sarará","19828055","INTERDISCIPLINAR                                  ","C "
"Revista Sinpro-Rio","19823843","INTERDISCIPLINAR                                  ","B5"
"revista sustentação","00000003","INTERDISCIPLINAR                                  ","C "
"Revista TECKNE","1909793X","INTERDISCIPLINAR                                  ","C "
"Revista Teknokultura","15492230","INTERDISCIPLINAR                                  ","B4"
"Revista UniHistória","22378278","INTERDISCIPLINAR                                  ","C "
"Revista Universidade de Franca","1516229X","INTERDISCIPLINAR                                  ","B5"
"Revista Videre Futura","2176185X","INTERDISCIPLINAR                                  ","C "
"Revista Virtua","21768129","INTERDISCIPLINAR                                  ","C "
"Revista Voces","15107175","INTERDISCIPLINAR                                  ","C "
"Revue d'anthropologie des connaissances","17605393","INTERDISCIPLINAR                                  ","B5"
"RTE. Revista de Tecnologia Empresarial","16770307","INTERDISCIPLINAR                                  ","C "
"Rural Sociology","00360112","INTERDISCIPLINAR                                  ","B1"
"Saúde Pública, Prevenção e Câncer (Saúde pública, prev. câncer)","18082629","INTERDISCIPLINAR                                  ","C "
"Sciences au Sud (Paris)","12972258","INTERDISCIPLINAR                                  ","C "
"Scientia Sexualis (UGF)","14153211","INTERDISCIPLINAR                                  ","B5"
"SCMS Journal of Indian Management","09733167","INTERDISCIPLINAR                                  ","C "
"Search on Glaucoma (Deutsche Ausg.)","09296387","INTERDISCIPLINAR                                  ","C "
"Seminário Internacional de Educação","19805675","INTERDISCIPLINAR                                  ","C "
"Seminario Internacional de Estudiantes de Postgrado en Estudios Americanos","07188234","INTERDISCIPLINAR                                  ","C "
"Sequential Analysis","07474946","INTERDISCIPLINAR                                  ","B5"
"Serie Actas INIA","07174810","INTERDISCIPLINAR                                  ","C "
"Série Cahier de Recherche - UMR MOISA","16376528","INTERDISCIPLINAR                                  ","B5"
"Série Documenta (UFRJ. Impresso)","16779495","INTERDISCIPLINAR                                  ","B4"
"Serie Población y Desarrollo (Impresa)","16808991","INTERDISCIPLINAR                                  ","C "
"Service Business","18628508","INTERDISCIPLINAR                                  ","B2"
"Serviço Social e Contemporaneidade","16761707","INTERDISCIPLINAR                                  ","B5"
"Signes (Nantes)","07600070","INTERDISCIPLINAR                                  ","B4"
"Signum (Fortaleza)","01039962","INTERDISCIPLINAR                                  ","B5"
"Simpósio Internacional IHU","21756864","INTERDISCIPLINAR                                  ","C "
"Social Dynamics","02533952","INTERDISCIPLINAR                                  ","B1"
"Socialismo y Participación","02528827","INTERDISCIPLINAR                                  ","B5"
"Sociedade e Território (Porto)","08736308","INTERDISCIPLINAR                                  ","B4"
"Societes Bresiliennes","1629825X","INTERDISCIPLINAR                                  ","B4"
"Socitec E-prints","18088333","INTERDISCIPLINAR                                  ","C "
"Sosyal ve Ekonomik Arastirmalar Dergisi / The International Journal of Economic and Social Research","13038370","INTERDISCIPLINAR                                  ","C "
"Southeast Asian Journal of Social Science","03038246","INTERDISCIPLINAR                                  ","B4"
"Studia Historica. Ha Medieval","02132060","INTERDISCIPLINAR                                  ","B5"
"Synfacts: current highlights in synthetic organic chemistry","18611958","INTERDISCIPLINAR                                  ","C "
"Tágides","22370838","INTERDISCIPLINAR                                  ","C "
"Taipa. Revista do Museu da Cidade de Curitiba","22385592","INTERDISCIPLINAR                                  ","C "
"TALIS. Third Age Learning International Studies","12591920","INTERDISCIPLINAR                                  ","B3"
"TCC em Re-Vista (TCC re-vista) (UNIFRAN)","18098282","INTERDISCIPLINAR                                  ","C "
"Tec Carnes (Campinas)","1518417X","INTERDISCIPLINAR                                  ","C "
"Tecer (Anápolis)","15196887","INTERDISCIPLINAR                                  ","C "
"Tekhne: revista de estudos politecnicos","16459911","INTERDISCIPLINAR                                  ","B2"
"Temps dâ019Educació","20147627","INTERDISCIPLINAR                                  ","B4"
"Terra Indigena (UNESP. Araraquara)","01032437","INTERDISCIPLINAR                                  ","B4"
"Tertium Comparationis (Print)","09479732","INTERDISCIPLINAR                                  ","C "
"Textilia","00339067","INTERDISCIPLINAR                                  ","C "
"The European Journal of Psychiatry (Ed. en Español)","1579699X","INTERDISCIPLINAR                                  ","B2"
"The Global Spiral","1937268X","INTERDISCIPLINAR                                  ","C "
"The Internet Journal of Nutrition and Wellness","19378297","INTERDISCIPLINAR                                  ","B5"
"The Journal of the American Academy of Psychiatry and the Law","10936793","INTERDISCIPLINAR                                  ","B1"
"The Pacific Circle Bulletin","15203581","INTERDISCIPLINAR                                  ","C "
"Therapeutic Research","02898020","INTERDISCIPLINAR                                  ","B4"
"Thérapie (Paris)","00405957","INTERDISCIPLINAR                                  ","B5"
"Tiempo (Buenos Aires. 2004)","16683935","INTERDISCIPLINAR                                  ","B5"
"Transcanadiana","18990355","INTERDISCIPLINAR                                  ","B5"
"UC - UNICAMPS CIÊNCIA","21776423","INTERDISCIPLINAR                                  ","C "
"Uma Avaliação Formativa Baseada na Interatividade dos Atores em Ambientes virtuais de Aprendizagem","23167394","INTERDISCIPLINAR                                  ","C "
"Update - University of South Carolina. Dept. of Music","87551233","INTERDISCIPLINAR                                  ","B1"
"US Geological Survey. Open-File Report","01961497","INTERDISCIPLINAR                                  ","B3"
"V Encontro Sergipano de Educação - ESEB","21759456","INTERDISCIPLINAR                                  ","C "
"Ver-a-Ciência","22389263","INTERDISCIPLINAR                                  ","C "
"VI TAAS - VI Reunión de Teoria Arqueológica da América do Sul","23163518","INTERDISCIPLINAR                                  ","C "
"Virus","9175974X","INTERDISCIPLINAR                                  ","B3"
"West African Journal of Medicine","0189160X","INTERDISCIPLINAR                                  ","B3"
"Wi: Journal of Mobile Media","19182104","INTERDISCIPLINAR                                  ","C "
"Women + Environments International Magazine","14991993","INTERDISCIPLINAR                                  ","B2"
"Working Paper ISEG - Department of Economics","08744548","INTERDISCIPLINAR                                  ","C "
"Working Papers (Harvard University. Center for International Development. Online)","19365500","INTERDISCIPLINAR                                  ","B2"
"WSEAS Mechanical Engineering Series","17905095","INTERDISCIPLINAR                                  ","B5"
"WSEAS Transactions on Environment and Development","17905079","INTERDISCIPLINAR                                  ","B5"
"XII Encontro Nacional de Tecnologia do Ambiente Construído","89478274","INTERDISCIPLINAR                                  ","C "
"XIII Jornada de Iniciação Científica e Tecnológica e III Mostra de Pós-graduação da UFVJM","21750181","INTERDISCIPLINAR                                  ","C "
"XV Congresso Brasileiro de Sociologia","22366636","INTERDISCIPLINAR                                  ","C "
"Yingyong Shuxue / Mathematica Applicata","10019847","INTERDISCIPLINAR                                  ","C "
"Zeitschrift der Deutschen Geologischen Gesellschaft (1929)","00120189","INTERDISCIPLINAR                                  ","B3"
"Zeitschrift fur Soziologie","03401804","INTERDISCIPLINAR                                  ","B1"
"Zeszyty Interwencji Kryzysowej","12332569","INTERDISCIPLINAR                                  ","B5"
"????? ?? ??????? [Lógoi em Serrais]","22411852","LETRAS / LINGUÍSTICA                              ","C "
"B4","LETRAS / LINGUÍSTICA                              ","",""
"Academic Open Internet Journal","13114360","LETRAS / LINGUÍSTICA                              ","C "
"Acauã","16781996","LETRAS / LINGUÍSTICA                              ","B5"
"Acta Linguistica Hungarica (Print)","12168076","LETRAS / LINGUÍSTICA                              ","B4"
"Acta Sociologica","01866028","LETRAS / LINGUÍSTICA                              ","B2"
"Actio (São Paulo. Online)","19804172","LETRAS / LINGUÍSTICA                              ","B5"
"Adaptation (Oxford. Print)","17550637","LETRAS / LINGUÍSTICA                              ","B1"
"Afrika, Asien, Brasilien, Portugal","09471723","LETRAS / LINGUÍSTICA                              ","B1"
"Afro-Hispanic Review","02788969","LETRAS / LINGUÍSTICA                              ","B3"
"Ágora Ateniense","21759073","LETRAS / LINGUÍSTICA                              ","C "
"AILA Review","14610213","LETRAS / LINGUÍSTICA                              ","A1"
"Al (Assis. Online)","18093078","LETRAS / LINGUÍSTICA                              ","B5"
"Analele Universitatii Bucuresti. Limba si Literatura Romana (1977)","12200271","LETRAS / LINGUÍSTICA                              ","B3"
"AngloHigher","20418469","LETRAS / LINGUÍSTICA                              ","C "
"Anuario L/L. Serie: Linguística","15606201","LETRAS / LINGUÍSTICA                              ","B4"
"Applied Linguistics","01426001","LETRAS / LINGUÍSTICA                              ","A1"
"appunti leopardiani","11299401","LETRAS / LINGUÍSTICA                              ","B4"
"Árbol de Jítara","18517013","LETRAS / LINGUÍSTICA                              ","C "
"Arena Romanistica","18904580","LETRAS / LINGUÍSTICA                              ","A2"
"Argumentation & Analyse du Discours","15658961","LETRAS / LINGUÍSTICA                              ","A2"
"Ariane (Lisboa)","08701253","LETRAS / LINGUÍSTICA                              ","B3"
"Ariel (Calgary)","00041327","LETRAS / LINGUÍSTICA                              ","B2"
"Arquivos da Universidade Federal Rural do Rio de Janeiro","01002481","LETRAS / LINGUÍSTICA                              ","C "
"Artefacto (Buenos Aires)","03289249","LETRAS / LINGUÍSTICA                              ","B4"
"Artifara (Torino)","1594378X","LETRAS / LINGUÍSTICA                              ","B4"
"Avesso do Avesso (Araçatuba)","16787862","LETRAS / LINGUÍSTICA                              ","B4"
"Bacyyelmo: Letras, Imágenes, Creación","18566170","LETRAS / LINGUÍSTICA                              ","B3"
"Behindertenpadagogik (Giessen)","03417301","LETRAS / LINGUÍSTICA                              ","B3"
"Beitraege zur Geschichte der Sprachwissenschaft","09392815","LETRAS / LINGUÍSTICA                              ","B2"
"Biblioteca Entre Livros","18088066","LETRAS / LINGUÍSTICA                              ","B4"
"Bilingual Basics: TESOL Newsletter","19493533","LETRAS / LINGUÍSTICA                              ","B1"
"Biolinguistics","14503417","LETRAS / LINGUÍSTICA                              ","A1"
"Boletim - Centro de Estudos Portugueses Jorge de Sena","14157365","LETRAS / LINGUÍSTICA                              ","B3"
"Boletim do LEPHIS","21764530","LETRAS / LINGUÍSTICA                              ","C "
"Boletim Inter-Cultural (Rio de Janeiro)","18062105","LETRAS / LINGUÍSTICA                              ","B4"
"Boletín del Centro de Estudios de Teoría y Crítica Literaria","18520391","LETRAS / LINGUÍSTICA                              ","C "
"Bollettino dell'Atlante Linguistico Italiano (1976)","11221836","LETRAS / LINGUÍSTICA                              ","B3"
"Brasil","2013035X","LETRAS / LINGUÍSTICA                              ","C "
"British Journal of Educational Studies (Online)","14678527","LETRAS / LINGUÍSTICA                              ","A2"
"Building the Way","15197220","LETRAS / LINGUÍSTICA                              ","B5"
"Buriti: Revista Proler","21764441","LETRAS / LINGUÍSTICA                              ","C "
"Business Insurance","00076864","LETRAS / LINGUÍSTICA                              ","C "
"Byzantion Nea Hellas","07162138","LETRAS / LINGUÍSTICA                              ","B5"
"Caderno de Linhas","21766012","LETRAS / LINGUÍSTICA                              ","C "
"Cadernos - Associação dos Orientadores Educacionais do RGS","16779193","LETRAS / LINGUÍSTICA                              ","C "
"Cadernos da ABF","16779703","LETRAS / LINGUÍSTICA                              ","B4"
"Cadernos de Cultura & Educação","18072410","LETRAS / LINGUÍSTICA                              ","C "
"Cadernos de Língua Portuguesa","14155117","LETRAS / LINGUÍSTICA                              ","B4"
"Cadernos de Pedagogia (Patos de Minas)","16781848","LETRAS / LINGUÍSTICA                              ","B5"
"Cadernos de Qualificações (UNICAMP)","18089046","LETRAS / LINGUÍSTICA                              ","B4"
"Cadernos do Programa de Pós-Graduação em Letras da FURG","19822316","LETRAS / LINGUÍSTICA                              ","B5"
"Cahiers de Lexicologie (Paris)","00079871","LETRAS / LINGUÍSTICA                              ","A2"
"Cahiers de l´ILSL","10199446","LETRAS / LINGUÍSTICA                              ","C "
"Cahiers du CEMIA. Hors-Série","12754838","LETRAS / LINGUÍSTICA                              ","B4"
"Cahiers du Francais Contemporain","12701505","LETRAS / LINGUÍSTICA                              ","B3"
"Cahiers Ferdinand de Saussure","0068516X","LETRAS / LINGUÍSTICA                              ","C "
"Cahiers Leiris","19613067","LETRAS / LINGUÍSTICA                              ","C "
"Cahiers Robinson","12536806","LETRAS / LINGUÍSTICA                              ","A2"
"Cahiers Voltaire","16374096","LETRAS / LINGUÍSTICA                              ","B3"
"Caliban (Rio de Janeiro)","14156911","LETRAS / LINGUÍSTICA                              ","B3"
"CALICO Monograph Series","10852999","LETRAS / LINGUÍSTICA                              ","C "
"California Linguistic Notes","15481484","LETRAS / LINGUÍSTICA                              ","B4"
"Call Review","10264280","LETRAS / LINGUÍSTICA                              ","C "
"Canadian Journal of Linguistics","00084131","LETRAS / LINGUÍSTICA                              ","A1"
"Canadian Journal of Native Studies","07153244","LETRAS / LINGUÍSTICA                              ","B2"
"Carta Bianca","22390855","LETRAS / LINGUÍSTICA                              ","C "
"Castilla.Estudios de Literatura","19897383","LETRAS / LINGUÍSTICA                              ","A2"
"Cauce (Sevilla)","02120410","LETRAS / LINGUÍSTICA                              ","B3"
"CELEHIS (Mar del Plata)","03285766","LETRAS / LINGUÍSTICA                              ","B4"
"Celuzlose - Revista Literária","22364323","LETRAS / LINGUÍSTICA                              ","B5"
"Cenário de Letras e Artes - Revista da Academia de Letras e Artes do Nordeste","22386610","LETRAS / LINGUÍSTICA                              ","C "
"Cenobio: Rivista Trimestrale di Cultura","0008896X","LETRAS / LINGUÍSTICA                              ","B5"
"Cepex em Revista","18082718","LETRAS / LINGUÍSTICA                              ","B4"
"Ciclo de Literatura","21753199","LETRAS / LINGUÍSTICA                              ","C "
"Ciência : Comportamento e Cognição","19813287","LETRAS / LINGUÍSTICA                              ","B5"
"Cinemais (UENF)","14137135","LETRAS / LINGUÍSTICA                              ","B5"
"Circuit (Montréal)","08211876","LETRAS / LINGUÍSTICA                              ","C "
"Círculo de Linguística Aplicada a la Comunicación","15764737","LETRAS / LINGUÍSTICA                              ","B3"
"Claritas (PUCSP)","14145243","LETRAS / LINGUÍSTICA                              ","B4"
"Colofão (Online)","15189791","LETRAS / LINGUÍSTICA                              ","B5"
"Communio (Paris)","0338781X","LETRAS / LINGUÍSTICA                              ","B4"
"Comparative American Studies (Print)","14775700","LETRAS / LINGUÍSTICA                              ","A2"
"Complexus (Coronel Fabriciano. Online)","18066089","LETRAS / LINGUÍSTICA                              ","B5"
"Comunità Italiana","1676322X","LETRAS / LINGUÍSTICA                              ","B5"
"ConNotas, Revista de crítica y teoría literarias","18706630","LETRAS / LINGUÍSTICA                              ","C "
"Constructions","18602010","LETRAS / LINGUÍSTICA                              ","B2"
"Contemporary Women's Writing (Print)","17541476","LETRAS / LINGUÍSTICA                              ","B1"
"Continente","15185095","LETRAS / LINGUÍSTICA                              ","C "
"Convivência (Rio de Janeiro)","15189996","LETRAS / LINGUÍSTICA                              ","C "
"Copenhagen Studies in Language","09059857","LETRAS / LINGUÍSTICA                              ","C "
"Cosmica (Kyoto. 1971)","03899780","LETRAS / LINGUÍSTICA                              ","B4"
"Crisol (Nanterre)","07647611","LETRAS / LINGUÍSTICA                              ","B3"
"Crítica & Companhia","1808317X","LETRAS / LINGUÍSTICA                              ","B4"
"Crítica (Puebla)","01867199","LETRAS / LINGUÍSTICA                              ","B4"
"Cuadernos de Ilustración y Romanticismo","21730687","LETRAS / LINGUÍSTICA                              ","B4"
"Cuadernos de Intercambio Académico","01863452","LETRAS / LINGUÍSTICA                              ","C "
"Cuadernos de Linguística (Madrid)","11377267","LETRAS / LINGUÍSTICA                              ","B3"
"Cuadernos del Sur / Bahía Blanca (prov. Buenos Aires)","16687426","LETRAS / LINGUÍSTICA                              ","B5"
"Cuadernos UCAB","13164066","LETRAS / LINGUÍSTICA                              ","B5"
"Cultura, Fronteiras e Desenvolvimento Regional (UNIOESTE)","18064965","LETRAS / LINGUÍSTICA                              ","B5"
"Cultural Critique (Print)","08824371","LETRAS / LINGUÍSTICA                              ","A1"
"Current Issues in Language Planning","14664208","LETRAS / LINGUÍSTICA                              ","B1"
"Current Issues in Language Studies","1947511X","LETRAS / LINGUÍSTICA                              ","B2"
"Das Achtzehnte Jahrhundert","0722740X","LETRAS / LINGUÍSTICA                              ","B4"
"Das Argument (Berlin)","00041157","LETRAS / LINGUÍSTICA                              ","B5"
"Debats (Valencia)","02120585","LETRAS / LINGUÍSTICA                              ","B4"
"DEF-GHI comunicación y arte","18519687","LETRAS / LINGUÍSTICA                              ","C "
"Deutsche Schillergesellschaft. Jahrbuch","00704318","LETRAS / LINGUÍSTICA                              ","B2"
"Dialogues et Cultures","02266881","LETRAS / LINGUÍSTICA                              ","B3"
"Dictis Interativa (UNICAPITAL)","1807894X","LETRAS / LINGUÍSTICA                              ","B5"
"Didacteca","18856810","LETRAS / LINGUÍSTICA                              ","C "
"Didactica, Innovacion y Multimedia","16993748","LETRAS / LINGUÍSTICA                              ","B5"
"Didáctica. Lengua y Literatura DiLL","11300531","LETRAS / LINGUÍSTICA                              ","B2"
"Diérèse (Ozoir-la-Ferrière)","12901946","LETRAS / LINGUÍSTICA                              ","B5"
"Diogenes (Antwerpen)","07719744","LETRAS / LINGUÍSTICA                              ","A2"
"Discourse Studies (Print)","14614456","LETRAS / LINGUÍSTICA                              ","A1"
"Discutindo Língua Portuguesa","18090230","LETRAS / LINGUÍSTICA                              ","B4"
"Discutindo Literatura","18076033","LETRAS / LINGUÍSTICA                              ","B5"
"EAIE Forum","13890808","LETRAS / LINGUÍSTICA                              ","C "
"Edubase (UNICAMP. Online)","15186385","LETRAS / LINGUÍSTICA                              ","B5"
"educação & arte","21781575","LETRAS / LINGUÍSTICA                              ","B5"
"Educação & Comunicação","08746346","LETRAS / LINGUÍSTICA                              ","B4"
"Education and Urban Society","00131245","LETRAS / LINGUÍSTICA                              ","B2"
"El Correo de Euclides","18870023","LETRAS / LINGUÍSTICA                              ","C "
"El Matadero (Buenos Aires)","03299546","LETRAS / LINGUÍSTICA                              ","B4"
"El Paseo Cultural","11388102","LETRAS / LINGUÍSTICA                              ","C "
"Encuentros Latinoamericanos (Montevideo)","1688437X","LETRAS / LINGUÍSTICA                              ","B5"
"English for Specific Purposes (New York, N.Y.)","08894906","LETRAS / LINGUÍSTICA                              ","B4"
"Entretanto (Cotia)","19808909","LETRAS / LINGUÍSTICA                              ","B5"
"Entretextos (Granada)","16967356","LETRAS / LINGUÍSTICA                              ","B4"
"Erebea: Revista de Humanidades y Ciências Sociales","02140691","LETRAS / LINGUÍSTICA                              ","B5"
"Espelho (Porto Alegre)","10727140","LETRAS / LINGUÍSTICA                              ","B4"
"Estúdio (Itaúna)","19836287","LETRAS / LINGUÍSTICA                              ","B5"
"Estudios Irlandeses","1699311X","LETRAS / LINGUÍSTICA                              ","B1"
"Estudos em Educação e Linguagem","22375880","LETRAS / LINGUÍSTICA                              ","B5"
"Estudos Italianos em Portugal","08708584","LETRAS / LINGUÍSTICA                              ","B3"
"Estudos portugueses","11040049","LETRAS / LINGUÍSTICA                              ","B5"
"Ethiopiques (Dakar)","08502005","LETRAS / LINGUÍSTICA                              ","B4"
"Etudes Lawrenciennes (Nanterre)","09945490","LETRAS / LINGUÍSTICA                              ","B4"
"Études Romanesques (Paris)","12582123","LETRAS / LINGUÍSTICA                              ","B3"
"Fanyì Xuébào / Journal of Translation Studies","10277978","LETRAS / LINGUÍSTICA                              ","B3"
"FAP EPISTEME","21773599","LETRAS / LINGUÍSTICA                              ","C "
"Film","13992813","LETRAS / LINGUÍSTICA                              ","C "
"Finos Leitores (Uniceub)","19824106","LETRAS / LINGUÍSTICA                              ","B5"
"Foreign Literature","10025529","LETRAS / LINGUÍSTICA                              ","B4"
"Forum Deustch (Rio de Janeiro)","14155826","LETRAS / LINGUÍSTICA                              ","B4"
"Fragmenta (Curitiba)","01030671","LETRAS / LINGUÍSTICA                              ","B4"
"Functions of Language","0929998X","LETRAS / LINGUÍSTICA                              ","A1"
"Gaia - Revue Interdisciplinaire sur la Grèce Archaïque","12623717","LETRAS / LINGUÍSTICA                              ","B2"
"Gândara (PUCRJ)","18081037","LETRAS / LINGUÍSTICA                              ","B3"
"German Politics and Society","10450300","LETRAS / LINGUÍSTICA                              ","B2"
"Gestão e Desenvolvimento (Bragança Paulista)","1413828X","LETRAS / LINGUÍSTICA                              ","C "
"Global (São Paulo)","14152649","LETRAS / LINGUÍSTICA                              ","C "
"Globalization and Autonomy (Hamilton)","19165579","LETRAS / LINGUÍSTICA                              ","B2"
"Graduando","21794278","LETRAS / LINGUÍSTICA                              ","B5"
"Grenzgaenge (Leipzig)","09448594","LETRAS / LINGUÍSTICA                              ","C "
"Grial (Vigo)","00174181","LETRAS / LINGUÍSTICA                              ","B4"
"Handai Nihongo  Kenkyû","09162135","LETRAS / LINGUÍSTICA                              ","C "
"Hayden's Ferry Review","08875170","LETRAS / LINGUÍSTICA                              ","B3"
"Herança Judaica (São Paulo)","14140446","LETRAS / LINGUÍSTICA                              ","B3"
"Hermes Criollo","15104842","LETRAS / LINGUÍSTICA                              ","B4"
"Heterotopia","22378340","LETRAS / LINGUÍSTICA                              ","B5"
