"TITULO","ISSN","AREA","ESTRATO"
"FÓRUM DE DIREITO URBANO E AMBIENTAL","19844166","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"FÓRUM MUNICIPAL & GESTÃO DAS CIDADES","23179627","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GAIA (HEIDELBERG)","09405550","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"GAIA SCIENTIA (UFPB)","19811268","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GALÁXIA (SÃO PAULO. ONLINE)","19822553","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"GENDER IN MANAGEMENT (PRINT)","17542413","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"GENDER, WORK AND ORGANIZATION (PRINT)","09686673","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"GEO UERJ (2007)","19819021","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GEOGRAFIA (RIO CLARO. IMPRESSO)","01007912","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GEOGRAFIA EM ATOS (ONLINE)","19841647","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GEOGRAFIA ENSINO & PESQUISA","22364994","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GEOGRAPHIA OPPORTUNO TEMPORE","23581972","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"GEOGRAPHICAL ANALYSIS","00167363","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"GEOLOGIA USP. SÉRIE CIENTÍFICA","1519874X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"GEONOMOS","01044486","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GEONORTE","22371419","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GEOPOLITICA(S): REVISTA DE ESTUDIOS SOBRE ESPACIO Y PODER","21723958","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GEOSABERES REVISTA DE ESTUDOS GEOEDUCACIONAIS","21780463","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GEOSUL","21775230","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GEOSUL (UFSC)","01033964","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GEOTEXTOS (ONLINE)","19845537","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GEOUSP: ESPAÇO E TEMPO","21790892","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GEP – REVISTA DE GESTÃO E PROJETOS","22360972","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"GEPROS GESTÃO DA PRODUÇÃO, OPERAÇÕES E SISTEMAS","19842430","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GEPROS. GESTÃO DA PRODUÇÃO, OPERAÇÕES E SISTEMAS","1809614X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GERAIS: REVISTA DE SAÚDE PÚBLICA DO SUS/MG","23182598","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GERAIS: REVISTA INTERINSTITUCIONAL DE PSICOLOGIA","19838220","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"GERONTECHNOLOGY (VALKENSWAARD. GEDRUKT)","15691101","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"GESTAO E PLANEJAMENTO","21788030","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"GESTIÓN JOVEN","19889011","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GESTIÓN Y GERENCIA (ONLINE)","18568572","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GESTIÓN Y POLÍTICA PÚBLICA","14051079","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"GESTÃO & PLANEJAMENTO (SALVADOR)","15169103","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"GESTÃO & PRODUÇÃO","18069649","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"GESTÃO & PRODUÇÃO (UFSCAR. IMPRESSO)","0104530X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"GESTÃO & REGIONALIDADE","18085792","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"GESTÃO & REGIONALIDADE (ONLINE)","21765308","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"GESTÃO & SOCIEDADE: REVISTA DE PÓS-GRADUAÇÃO DA UNIABEU","22388230","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"GESTÃO & TECNOLOGIA DE PROJETOS","19811543","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GESTÃO CONTEMPORÂNEA","21773068","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"GESTÃO CONTEMPORÂNEA","22384170","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GESTÃO CONTEMPORÂNEA (FAPA)","18090214","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"GESTÃO E CONEXÕES","23175087","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GESTÃO E DESENVOLVIMENTO","24466875","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GESTÃO E DESENVOLVIMENTO (FEEVALE)","18075436","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GESTÃO E DESENVOLVIMENTO EM REVISTA","24468738","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GESTÃO E SOCIEDADE","19805756","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"GESTÃO EM FOCO - UNISEPE","2175733X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GESTÃO PÚBLICA: PRÁTICAS E DESAFIOS","21771243","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GESTÃO UNIVERSITÁRIA","19843097","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GESTÃO.ORG","16791827","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"GIRO DO HORIZONTE","21761493","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GIS - GESTO, IMAGEM E SOM - REVISTA DE ANTROPOLOGIA","25253123","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"GLOBAL ADVANCED RESEARCH JOURNAL OF MANAGEMENT AND BUSINESS STUDIES","23155086","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GLOBAL BUSINESS AND MANAGEMENT RESEARCH","19475667","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GLOBAL BUSINESS REVIEW (PRINT)","09721509","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"GLOBAL ECONOMICS AND MANAGEMENT REVIEW","23401540","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"GLOBAL MANAGER (FSG)","16762819","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"GLOBAL NETWORKS (OXFORD. PRINT)","14702266","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"GLOBAL STRATEGY JOURNAL","20425805","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"GOVERNANCE (OXFORD. PRINT)","09521895","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"GOVERNET. BOLETIM DO ORÇAMENTO E FINANÇAS","18096670","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GOVERNMENT INFORMATION QUARTERLY","0740624X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"GRAGOATÁ (UFF)","23584114","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GROUP DECISION AND NEGOTIATION","09262644","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"GROUP DECISION AND NEGOTIATION (ONLINE)","15729907","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"GUAJU ¿ REVISTA BRASILEIRA DE DESENVOLVIMENTO TERRITORIAL SUSTENTÁVEL","24474096","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GUOJI SHEHUI KEXUE ZAZHI","10024913","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GV EXECUTIVO","18068979","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"GV NOVOS NEGÓCIOS","22374639","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"GVCASOS - REVISTA BRASILEIRA DE CASOS DE ENSINO EM ADMINISTRAÇÃO","2179135X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"HARVARD BUSINESS REVIEW","00178012","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"HARVARD BUSINESS REVIEW (SANTIAGO. EDICIÓN EN ESPAÑOL)","07179952","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C "
"HEALTH CARE MANAGEMENT REVIEW","03616274","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"HEALTH CARE MANAGEMENT SCIENCE","13869620","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"HEALTH POLICY AND PLANNING (PRINT)","02681080","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"HELIKON - REVISTA DE HISTÓRIA","23579366","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"HERPETOLOGICAL REVIEW","0018084X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"HERPETOLOGY NOTES","20715773","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"HIB: REVISTA DE HISTORIA IBEROAMERICANA","19892616","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HIGHER EDUCATION (AMSTERDAM)","00181560","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"HIGHER EDUCATION STUDIES (HES)","19254741","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HIGIENE ALIMENTAR","01019171","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HISTOIRE(S) DE L'AMÉRIQUE LATINE","19577273","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HISTORIA & PERSPECTIVAS (UFU)","0103409X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HISTORIA Y COMUNICACIÓN SOCIAL","11370734","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"HISTÓRIA DA CIÊNCIA E ENSINO: CONSTRUINDO INTERFACES","21782911","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HISTÓRIA DA EDUCAÇÃO","22363459","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"HISTÓRIA ECONÔMICA & HISTÓRIA DE EMPRESAS","15193314","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HISTÓRIA, CIÊNCIAS, SAÚDE (ONLINE)","16784758","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"HISTÓRIA, CIÊNCIAS, SAÚDE-MANGUINHOS (IMPRESSO)","01045970","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"HOLOS (NATAL. ONLINE)","18071600","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"HOLOS ENVIRONMENT (ONLINE)","15198634","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HORIZONTE CIENTÍFICO (UBERLÂNDIA)","18083064","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HOSPITALIDADE REVISTA DA UNIVERSIDADE ANHEMBI","21799164","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"HSM MANAGEMENT","14158868","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HUMAN AND ECOLOGICAL RISK ASSESSMENT","10807039","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"HUMAN FACTORS IN DESIGN","23167963","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HUMAN RELATIONS (NEW YORK)","00187267","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"HUMANIDADES & TECNOLOGIA EM REVISTA (FINOM)","18091628","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"HYDROBIOLOGIA (THE HAGUE. PRINT)","00188158","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"HYGEIA : REVISTA BRASILEIRA DE GEOGRAFIA MÉDICA E DA SAÚDE (UBERLÂNDIA)","19801726","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"IADIS INTERNATIONAL JOURNAL ON WWW/INTERNET","16457641","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"IARA: REVISTA DE MODA, CULTURA E ARTE","19837836","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"IBERO AMERICANA (STOCKHOLM)","00468444","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"IBEROAMERICAN JOURNAL OF INDUSTRIAL ENGINEERING","21758018","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"IBEROAMERICAN JOURNAL OF PROJECT MANAGEMEN (ONLINE)","23469161","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"IBEROAMERICAN JOURNAL OF PROJECT MANAGEMENT (IJOPM)","20277040","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"IBUSINESS (ONLINE)","21504083","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"IBUSINESS (PRINT)","21504075","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"ID ONLINE - REVISTA MULTIDISCIPLINAR E DE PSICOLOGIA","19811179","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"IDE (SÃO PAULO. IMPRESSO)","01013106","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"IDEIAS E INOVAÇÃO LATO SENSU","23163127","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"IDÉIAS - REVISTA DO INSTITUTO DE FILOSOFIA E CIÊNCIAS HUMANAS DA UNICAMP","21795525","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY (PRINT)","10518215","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"IEEE TRANSACTIONS ON CYBERNETICS","21682267","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"IHERINGIA. SÉRIE ZOOLOGIA (IMPRESSO)","00734721","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"IIMB MANAGEMENT REVIEW","09703896","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"IJAME. INTERNATIONAL JOURNAL OF ADVANCES IN MANAGEMENT AND ECONOMICS","22783369","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"ILHA - REVISTA DE ANTROPOLOGIA","21758034","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"ILUMINURAS (PORTO ALEGRE)","19841191","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"IMAGENS DA EDUCAÇÃO","21798427","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"IMMUNOTHERAPY (PRINT)","1750743X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"IMPACT ASSESSMENT AND PROJECT APPRAISAL (PRINT)","14615517","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INCID: REVISTA DE CIÊNCIA DA INFORMAÇÃO E DOCUMENTAÇÃO","21782075","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INDAGATIO DIDACTICA","16473582","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INDEPENDENT JOURNAL OF MANAGEMENT & PRODUCTION","2236269X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INDIAN JOURNAL OF AGRONOMY","0537197X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE","09751068","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INDICADORES ECONÔMICOS FEE (IMPRESSO)","01033905","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INDICADORES ECONÔMICOS FEE (ONLINE)","18068987","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INDUSTRIAL AND COMMERCIAL TRAINING","00197858","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INDUSTRIAL AND CORPORATE CHANGE","09606491","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INDUSTRIAL MANAGEMENT + DATA SYSTEMS","02635577","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INDUSTRIAL MARKETING MANAGEMENT","00198501","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INFAD (BARCELONA)","02149877","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INFOGEO (CURITIBA)","1517669X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C "
"INFOR. INFORMATION SYSTEMS AND OPERATIONAL RESEARCH","03155986","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INFORM DEV","17416469","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INFORMATICS IN EDUCATION","16485831","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INFORMATION & MANAGEMENT (AMSTERDAM)","03787206","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INFORMATION AND ORGANIZATION","14717727","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INFORMATION AND SOFTWARE TECHNOLOGY","09505849","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INFORMATION DEVELOPMENT","02666669","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INFORMATION POLITY","15701255","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INFORMATION SCIENCES","00200255","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INFORMATION SYSTEMS FRONTIERS (PRINT)","13873326","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INFORMATION SYSTEMS JOURNAL (PRINT)","13501917","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INFORMATION TECHNOLOGIES AND INTERNATIONAL DEVELOPMENT (PRINT)","15447529","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INFORMATION TECHNOLOGY & PEOPLE (BRADFORD)","09593845","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INFORMATION TECHNOLOGY FOR DEVELOPMENT","02681102","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INFORMAÇÃO & INFORMAÇÃO","14142139","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INFORMAÇÃO & INFORMAÇÃO","19818920","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INFORMAÇÃO & SOCIEDADE (UFPB. IMPRESSO)","01040146","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
