"TITULO","TIPO","ISSN","SJR","INDICE_H"
"CA - A Cancer Journal for Clinicians","journal","15424863",88.192,"156"
"CA - A Cancer Journal for Clinicians","journal"," 00079235",88.192,"156"
"MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control","journal","10575987",41.022,"138"
"MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control","journal"," 15458601",41.022,"138"
"Nature Reviews Materials","journal","20588437",36.691,"80"
"Quarterly Journal of Economics","journal","00335533",36.22,"246"
"Quarterly Journal of Economics","journal"," 15314650",36.22,"246"
"Nature Reviews Molecular Cell Biology","journal","14710072",29.997,"411"
"Nature Reviews Molecular Cell Biology","journal"," 14710080",29.997,"411"
"National vital statistics reports : from the Centers for Disease Control and Prevention, National Center for Health Statistics, National Vital Statistics System","book series","15518922",29.81,"95"
"National vital statistics reports : from the Centers for Disease Control and Prevention, National Center for Health Statistics, National Vital Statistics System","book series"," 15518930",29.81,"95"
"Nature Reviews Genetics","journal","14710056",28.619,"345"
"Nature Reviews Genetics","journal"," 14710064",28.619,"345"
"Cell","journal","00928674",24.698,"747"
"Cell","journal"," 10974172",24.698,"747"
"Reviews of Modern Physics","journal","00346861",21.938,"316"
"Reviews of Modern Physics","journal"," 15390756",21.938,"316"
"Nature Reviews Cancer","journal","1474175X",21.287,"418"
"Nature Reviews Cancer","journal"," 14741768",21.287,"418"
"Journal of Political Economy","journal","00223808",21.239,"179"
"Journal of Political Economy","journal"," 1537534X",21.239,"179"
"Chemical Reviews","journal","15206890",20.847,"656"
"Chemical Reviews","journal"," 00092665",20.847,"656"
"MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC","journal","15458636",20.617,"95"
"MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC","journal"," 15460738",20.617,"95"
"Nature Reviews Immunology","journal","14741741",20.611,"371"
"Nature Reviews Immunology","journal"," 14741733",20.611,"371"
"Nature Methods","journal","15487091",20.148,"289"
"Nature Methods","journal"," 15487105",20.148,"289"
"Nature Genetics","journal","10614036",19.795,"550"
"Nature Genetics","journal"," 15461718",19.795,"550"
"Nature Energy","journal","20587546",19.635,"92"
"Vital & health statistics. Series 3, Analytical and epidemiological studies / [U.S. Dept. of Health and Human Services, Public Health Service, National Center for Health Statistics]","journal","08864691",19.393,"5"
"New England Journal of Medicine","journal","00284793",18.291,"987"
"New England Journal of Medicine","journal"," 15334406",18.291,"987"
"Annual Review of Biochemistry","journal","15454509",17.387,"285"
"Annual Review of Biochemistry","journal"," 00664154",17.387,"285"
"Journal of Finance","journal","00221082",17.134,"285"
"Journal of Finance","journal"," 15406261",17.134,"285"
"Nature Medicine","journal","1546170X",15.812,"524"
"Nature Medicine","journal"," 10788956",15.812,"524"
"The Lancet Oncology","journal","14702045",15.65,"305"
"The Lancet Oncology","journal"," 14745488",15.65,"305"
"Nature Reviews Chemistry","journal","23973358",15.61,"33"
"Nature Nanotechnology","journal","17483387",15.555,"316"
"Nature Nanotechnology","journal"," 17483395",15.555,"316"
"Nature Materials","journal","14764660",14.862,"448"
"Nature Materials","journal"," 14761122",14.862,"448"
"Nature Reviews Neuroscience","journal","14710048",14.78,"397"
"Nature Reviews Neuroscience","journal"," 1471003X",14.78,"397"
"Econometrica","journal","00129682",14.563,"179"
"Econometrica","journal"," 14680262",14.563,"179"
"The Lancet","journal","01406736",14.554,"747"
"The Lancet","journal"," 1474547X",14.554,"747"
"Chemical Society Reviews","journal","03060012",14.49,"471"
"Chemical Society Reviews","journal"," 14604744",14.49,"471"
"Advances in Physics","journal","14606976",14.432,"108"
"Advances in Physics","journal"," 00018732",14.432,"108"
"Review of Economic Studies","journal","00346527",14.235,"133"
"Review of Economic Studies","journal"," 1467937X",14.235,"133"
"Nature","journal","14764687",14.047,"1159"
"Nature","journal"," 00280836",14.047,"1159"
"Annual Review of Immunology","journal","15453278",13.842,"289"
"Annual Review of Immunology","journal"," 07320582",13.842,"289"
"NBER Macroeconomics Annual","book series","15372642",13.793,"60"
"NBER Macroeconomics Annual","book series"," 08893365",13.793,"60"
"American Economic Review","journal","00028282",13.773,"277"
"Nature Neuroscience","journal","10976256",13.723,"398"
"Nature Neuroscience","journal"," 15461726",13.723,"398"
"Proceedings of the IEEE International Conference on Computer Vision","conference and proceedings","15505499",13.637,"224"
"Nature Photonics","journal","17494885",13.614,"291"
"Proceedings of the IEEE Computer Society Conference on Computer  Vision and Pattern Recognition","conference and proceedings","10636919",13.396,"309"
"Nature Reviews Microbiology","journal","17401534",13.16,"276"
"Nature Reviews Microbiology","journal"," 17401526",13.16,"276"
"Science","journal","10959203",13.11,"1124"
"Science","journal"," 00368075",13.11,"1124"
"Energy and Environmental Sciences","journal","17545692",13.024,"311"
"Energy and Environmental Sciences","journal"," 17545706",13.024,"311"
"Annual Review of Astronomy and Astrophysics","book series","15454282",12.954,"178"
"Annual Review of Astronomy and Astrophysics","book series"," 00664146",12.954,"178"
"Review of Financial Studies","journal","14657368",12.837,"174"
"Review of Financial Studies","journal"," 08939454",12.837,"174"
"Academy of Management Annals","journal","19416520",12.595,"61"
"Academy of Management Annals","journal"," 19416067",12.595,"61"
"Nature Biotechnology","journal","15461696",12.565,"426"
"Nature Biotechnology","journal"," 10870156",12.565,"426"
"Nature Reviews Disease Primers","journal","2056676X",12.268,"71"
"Journal of Financial Economics","journal","0304405X",11.999,"240"
"Immunity","journal","10974180",11.977,"377"
"Immunity","journal"," 10747613",11.977,"377"
"Cancer Cell","journal","15356108",11.909,"316"
"Cancer Cell","journal"," 18783686",11.909,"316"
"Annual Review of Cell and Developmental Biology","journal","15308995",11.782,"211"
"Annual Review of Cell and Developmental Biology","journal"," 10810706",11.782,"211"
"Journal of Labor Economics","journal","0734306X",11.572,"102"
"Journal of Labor Economics","journal"," 15375307",11.572,"102"
"Administrative Science Quarterly","journal","00018392",11.493,"175"
"Administrative Science Quarterly","journal"," 19303815",11.493,"175"
"The Lancet Neurology","journal","14744465",11.258,"280"
"The Lancet Neurology","journal"," 14744422",11.258,"280"
"Academy of Management Journal","journal","00014273",11.19,"304"
"Nature Catalysis","journal","25201158",11.104,"38"
"Molecular Cell","journal","10974164",11.075,"375"
"Molecular Cell","journal"," 10972765",11.075,"375"
"Annual Review of Plant Biology","journal","15452123",10.836,"247"
"Annual Review of Plant Biology","journal"," 15435008",10.836,"247"
"Cell Metabolism","journal","15504131",10.81,"244"
"Living Reviews in Relativity","journal","14338351",10.803,"79"
"Living Reviews in Relativity","journal"," 23673613",10.803,"79"
"American Economic Journal: Applied Economics","journal","19457790",10.788,"74"
"American Economic Journal: Applied Economics","journal"," 19457782",10.788,"74"
"Advanced Materials","journal","09359648",10.571,"489"
"Advanced Materials","journal"," 15214095",10.571,"489"
"Annual Review of Physiology","journal","00664278",10.545,"197"
"Annual Review of Physiology","journal"," 15451585",10.545,"197"
"Annual Review of Neuroscience","journal","0147006X",10.311,"233"
"Annual Review of Neuroscience","journal"," 15454126",10.311,"233"
"Annual Review of Psychology","journal","00664308",10.232,"230"
"Annual Review of Psychology","journal"," 15452085",10.232,"230"
"Physiological Reviews","journal","15221210",10.153,"330"
"Physiological Reviews","journal"," 00319333",10.153,"330"
"Journal of Clinical Oncology","journal","15277755",10.054,"525"
"Journal of Clinical Oncology","journal"," 0732183X",10.054,"525"
"Journal of the American College of Cardiology","journal","15583597",9.989,"419"
"Journal of the American College of Cardiology","journal"," 07351097",9.989,"419"
"Nature Chemistry","journal","17554330",9.927,"212"
"Nature Chemistry","journal"," 17554349",9.927,"212"
"Nature Cell Biology","journal","14764679",9.916,"356"
"Nature Cell Biology","journal"," 14657392",9.916,"356"
"Nature Reviews Clinical Oncology","journal","17594782",9.882,"142"
"Nature Reviews Clinical Oncology","journal"," 17594774",9.882,"142"
"Journal of Economic Literature","journal","00220515",9.677,"153"
"Neuron","journal","10974199",9.527,"453"
"Neuron","journal"," 08966273",9.527,"453"
"Advanced Energy Materials","journal","16146832",9.513,"186"
"Advanced Energy Materials","journal"," 16146840",9.513,"186"
"Trends in Cell Biology","journal","09628924",9.496,"228"
"Trends in Cell Biology","journal"," 18793088",9.496,"228"
"Genome Biology","journal","14747596",9.479,"226"
"Journal of Statistical Software","journal","15487660",9.444,"129"
"Reviews of Geophysics","journal","87551209",9.345,"145"
"Cell Stem Cell","journal","19345909",9.34,"233"
"Joule","journal","25424351",9.34,"53"
"The Lancet Diabetes and Endocrinology","journal","22138595",9.337,"97"
"The Lancet Diabetes and Endocrinology","journal"," 22138587",9.337,"97"
"Nature Immunology","journal","15292908",9.283,"368"
"Nature Immunology","journal"," 15292916",9.283,"368"
"Genome Research","journal","15495469",9.245,"285"
"Genome Research","journal"," 10889051",9.245,"285"
"World Psychiatry","journal","17238617",9.239,"81"
"Psychological Bulletin","journal","00332909",9.231,"296"
"Psychological Bulletin","journal"," 19391455",9.231,"296"
"Nature Physics","journal","17452473",9.128,"256"
"The Lancet Infectious Diseases","journal","14744457",9.04,"217"
"The Lancet Infectious Diseases","journal"," 14733099",9.04,"217"
"Annual Review of Genetics","journal","15452948",8.931,"178"
"Annual Review of Genetics","journal"," 00664197",8.931,"178"
"Nucleic Acids Research","journal","03051048",8.907,"491"
"Nucleic Acids Research","journal"," 13624962",8.907,"491"
"Publications Mathématiques","journal","16181913",8.89,"36"
"Publications Mathématiques","journal"," 00738301",8.89,"36"
"Nature Structural and Molecular Biology","journal","15459993",8.792,"260"
"Nature Structural and Molecular Biology","journal"," 15459985",8.792,"260"
"Personnel Psychology","journal","00315826",8.77,"133"
"Personnel Psychology","journal"," 17446570",8.77,"133"
"Journal of Economic Perspectives","journal","08953309",8.761,"185"
"Nano Futures","journal","23991984",8.711,"9"
"Accounts of Chemical Research","journal","00014842",8.693,"376"
"Accounts of Chemical Research","journal"," 15204898",8.693,"376"
"Clinical Microbiology Reviews","journal","08938512",8.664,"263"
"Clinical Microbiology Reviews","journal"," 10986618",8.664,"263"
"Journal of Marketing","journal","15477185",8.626,"233"
"Journal of Marketing","journal"," 00222429",8.626,"233"
"Journal of the American Mathematical Society","journal","10886834",8.581,"87"
"Journal of the American Mathematical Society","journal"," 08940347",8.581,"87"
"Annual Review of Condensed Matter Physics","journal","19475454",8.574,"56"
"Annual Review of Condensed Matter Physics","journal"," 19475462",8.574,"56"
"Annual Review of Pathology: Mechanisms of Disease","journal","15534006",8.508,"112"
"Annual Review of Pathology: Mechanisms of Disease","journal"," 15534014",8.508,"112"
"Progress in Energy and Combustion Science","journal","03601285",8.477,"176"
"Strategic Management Journal","journal","10970266",8.43,"269"
"Strategic Management Journal","journal"," 01432095",8.43,"269"
"European Urology","journal","03022838",8.192,"204"
"European Urology","journal"," 1421993X",8.192,"204"
"Molecular Biology and Evolution","journal","15371719",8.162,"210"
"Molecular Biology and Evolution","journal"," 07374038",8.162,"210"
"Acta Neuropathologica","journal","00016322",8.158,"158"
"Acta Neuropathologica","journal"," 14320533",8.158,"158"
"Progress in Materials Science","journal","18732208",8.137,"161"
"Progress in Materials Science","journal"," 00796425",8.137,"161"
"Physics Reports","journal","03701573",8.069,"265"
"ACS Energy Letters","journal","23808195",8.057,"75"
"The Lancet Global Health","journal","2214109X",8.055,"72"
"Science immunology","journal","24709468",8.014,"35"
"Annual Review of Organizational Psychology and Organizational Behavior","journal","23270608",7.999,"42"
"Trends in Biochemical Sciences","journal","13624326",7.974,"265"
"Trends in Biochemical Sciences","journal"," 03765067",7.974,"265"
"Trends in Biochemical Sciences","journal"," 09680004",7.974,"265"
"Nature Microbiology","journal","20585276",7.922,"58"
"Genes and Development","journal","15495477",7.92,"425"
"Genes and Development","journal"," 08909369",7.92,"425"
"Annual Review of Economics","journal","19411383",7.907,"46"
"Annual Review of Economics","journal"," 19411391",7.907,"46"
"Annual Review of Ecology, Evolution, and Systematics","book series","1543592X",7.875,"205"
"Journal of the European Economic Association","journal","15424774",7.832,"84"
"Journal of the European Economic Association","journal"," 15424766",7.832,"84"
"Personality and Social Psychology Review","journal","10888683",7.782,"146"
"Personality and Social Psychology Review","journal"," 15327957",7.782,"146"
"Annals of Mathematics","journal","0003486X",7.77,"108"
"Gut","journal","14683288",7.763,"279"
"Gut","journal"," 00175749",7.763,"279"
"Journal of Experimental Medicine","journal","00221007",7.757,"432"
"Journal of Experimental Medicine","journal"," 15409538",7.757,"432"
"Nature Climate Change","journal","17586798",7.735,"160"
"Nature Climate Change","journal"," 1758678X",7.735,"160"
"American Economic Journal: Macroeconomics","journal","19457707",7.711,"54"
"American Economic Journal: Macroeconomics","journal"," 19457715",7.711,"54"
"Annual Review of Clinical Psychology","journal","15485951",7.696,"110"
"Annual Review of Clinical Psychology","journal"," 15485943",7.696,"110"
"Nature Protocols","journal","17542189",7.649,"230"
"Materials Today","journal","13697021",7.609,"159"
"Journal of Consumer Research","journal","00935301",7.595,"167"
"Journal of Consumer Research","journal"," 15375277",7.595,"167"
"JAMA Oncology","journal","23742445",7.593,"80"
"JAMA Oncology","journal"," 23742437",7.593,"80"
"Nature Electronics","journal","25201131",7.561,"28"
"Cell Systems","journal","24054712",7.556,"40"
"IEEE Communications Surveys and Tutorials","journal","1553877X",7.553,"169"
"American Economic Journal: Economic Policy","journal","19457731",7.548,"56"
"American Economic Journal: Economic Policy","journal"," 1945774X",7.548,"56"
"Review of Economics and Statistics","journal","00346535",7.538,"153"
"Review of Economics and Statistics","journal"," 15309142",7.538,"153"
"IEEE Transactions on Pattern Analysis and Machine Intelligence","journal","01628828",7.536,"344"
"Lancet Respiratory Medicine,The","journal","22132619",7.516,"93"
"Lancet Respiratory Medicine,The","journal"," 22132600",7.516,"93"
"Cancer Discovery","journal","21598274",7.513,"138"
"Cancer Discovery","journal"," 21598290",7.513,"138"
"Academy of Management Review","journal","03637425",7.482,"260"
"Review of Educational Research","journal","00346543",7.474,"140"
"Review of Educational Research","journal"," 19351046",7.474,"140"
"Physical Review X","journal","21603308",7.458,"104"
"Annual Review of Biophysics","journal","19361238",7.456,"153"
"Annual Review of Biophysics","journal"," 1936122X",7.456,"153"
"Circulation","journal","00097322",7.446,"593"
"Circulation","journal"," 15244539",7.446,"593"
"American Journal of Human Genetics","journal","15376605",7.376,"293"
"American Journal of Human Genetics","journal"," 00029297",7.376,"293"
"Microbiology and Molecular Biology Reviews","journal","10985557",7.365,"238"
"Microbiology and Molecular Biology Reviews","journal"," 10922172",7.365,"238"
"Molecular Systems Biology","journal","17444292",7.338,"140"
"Journal of Marketing Research","journal","00222437",7.325,"159"
"Journal of Marketing Research","journal"," 15477193",7.325,"159"
"Reports on Progress in Physics","journal","13616633",7.199,"195"
"Reports on Progress in Physics","journal"," 00344885",7.199,"195"
"Annual Review of Marine Science","journal","19410611",7.193,"87"
"Annual Review of Marine Science","journal"," 19411405",7.193,"87"
"Pharmacological Reviews","journal","15210081",7.179,"221"
"Pharmacological Reviews","journal"," 00316997",7.179,"221"
"Brookings Papers on Economic Activity","journal","00072303",7.172,"80"
"Brookings Papers on Economic Activity","journal"," 15334465",7.172,"80"
"Marketing Science","journal","07322399",7.172,"120"
"Marketing Science","journal"," 1526548X",7.172,"120"
"Cell Host and Microbe","journal","19313128",7.168,"163"
"American Journal of Political Science","journal","00925853",7.131,"161"
"American Journal of Political Science","journal"," 15405907",7.131,"161"
"EMBO Journal","journal","02614189",7.086,"381"
"EMBO Journal","journal"," 14602075",7.086,"381"
"Science Translational Medicine","journal","19466234",7.03,"190"
"Science Translational Medicine","journal"," 19466242",7.03,"190"
"Nature Reviews Drug Discovery","journal","14741784",7.018,"309"
"Nature Reviews Drug Discovery","journal"," 14741776",7.018,"309"
"Nature Chemical Biology","journal","15524469",7.004,"199"
"Nature Chemical Biology","journal"," 15524450",7.004,"199"
"Journal of Accounting Research","journal","1475679X",6.996,"132"
"Journal of Accounting Research","journal"," 00218456",6.996,"132"
"Journal of Management","journal","01492063",6.982,"208"
"Journal of Management","journal"," 15571211",6.982,"208"
"Journal of the American Chemical Society","journal","15205126",6.976,"582"
"Journal of the American Chemical Society","journal"," 00027863",6.976,"582"
"The Lancet Psychiatry","journal","22150374",6.967,"65"
"The Lancet Psychiatry","journal"," 22150366",6.967,"65"
"Materials Science and Engineering: R: Reports","journal","0927796X",6.95,"137"
"Fungal Diversity","journal","15602745",6.949,"88"
"Fungal Diversity","journal"," 18789129",6.949,"88"
"Trends in Cognitive Sciences","journal","1879307X",6.948,"298"
"Trends in Cognitive Sciences","journal"," 13646613",6.948,"298"
"MMWR. Morbidity and mortality weekly report","journal","01492195",6.942,"195"
"MMWR. Morbidity and mortality weekly report","journal"," 1545861X",6.942,"195"
"The Lancet Public Health","journal","24682667",6.886,"28"
"Tax Policy and the Economy","book series","15372650",6.861,"11"
"Tax Policy and the Economy","book series"," 08928649",6.861,"11"
"Trends in Ecology and Evolution","journal","01695347",6.86,"329"
"Trends in Ecology and Evolution","journal"," 18728383",6.86,"329"
"Gastroenterology","journal","15280012",6.85,"386"
"Gastroenterology","journal"," 00165085",6.85,"386"
"JAMA Psychiatry","journal","21686238",6.847,"352"
"JAMA Psychiatry","journal"," 2168622X",6.847,"352"
"Journal of Hepatology","journal","16000641",6.817,"232"
"Journal of Hepatology","journal"," 01688278",6.817,"232"
"Ecology Letters","journal","1461023X",6.731,"251"
"Ecology Letters","journal"," 14610248",6.731,"251"
"Psychological Science in the Public Interest, Supplement","journal","15396053",6.728,"52"
"Psychological Science in the Public Interest, Supplement","journal"," 15291006",6.728,"52"
"Advances in Optics and Photonics","journal","19438206",6.689,"58"
"NCHS data brief","journal","19414927",6.675,"65"
"NCHS data brief","journal"," 19414935",6.675,"65"
"Journal of Economic Growth","journal","15737020",6.666,"80"
"Journal of Economic Growth","journal"," 13814338",6.666,"80"
"Trends in Genetics","journal","01689525",6.556,"216"
"Trends in Genetics","journal"," 13624555",6.556,"216"
"Vital and health statistics. Series 3, Analytical studies","journal","00832065",6.553,"1"
"Annual Review of Microbiology","journal","00664227",6.517,"185"
"Annual Review of Microbiology","journal"," 15453251",6.517,"185"
"Diabetes Care","journal","19355548",6.48,"346"
"Diabetes Care","journal"," 01495992",6.48,"346"
"Psychological Methods","journal","1082989X",6.424,"142"
"Psychological Methods","journal"," 19391463",6.424,"142"
"Journal of Applied Psychology","journal","19391854",6.423,"269"
"Journal of Applied Psychology","journal"," 00219010",6.423,"269"
"Genome Medicine","journal","1756994X",6.411,"76"
"The Lancet HIV","journal","23523018",6.395,"44"
"Sentinel event alert / Joint Commission on Accreditation of Healthcare Organizations","journal","-",6.35,"14"
"Systematic Biology","journal","1076836X",6.299,"178"
"Systematic Biology","journal"," 10635157",6.299,"178"
"Molecular Psychiatry","journal","14765578",6.29,"207"
"Molecular Psychiatry","journal"," 13594184",6.29,"207"
"Journal of the Royal Statistical Society. Series B: Statistical Methodology","journal","14679868",6.218,"122"
"Journal of the Royal Statistical Society. Series B: Statistical Methodology","journal"," 13697412",6.218,"122"
"Progress in Polymer Science","journal","00796700",6.21,"266"
"Nano Today","journal","17480132",6.198,"131"
"Chem","journal","24519294",6.144,"54"
"Annals of the Rheumatic Diseases","journal","00034967",6.142,"228"
"Annals of the Rheumatic Diseases","journal"," 14682060",6.142,"228"
"Cell Research","journal","17487838",6.141,"153"
"Cell Research","journal"," 10010602",6.141,"153"
"JAMA Internal Medicine","journal","21686114",6.138,"329"
"JAMA Internal Medicine","journal"," 21686106",6.138,"329"
"ACS Nano","journal","1936086X",6.131,"348"
"ACS Nano","journal"," 19360851",6.131,"348"
"Nature Reviews Gastroenterology and Hepatology","journal","17595045",6.113,"116"
"Nature Reviews Gastroenterology and Hepatology","journal"," 17595053",6.113,"116"
"Analytic Methods in Accident Research","journal","22136657",6.091,"30"
"eLife","journal","2050084X",6.079,"115"
"American Journal of Psychiatry","journal","0002953X",6.071,"344"
"American Journal of Psychiatry","journal"," 15357228",6.071,"344"
"Immunological Reviews","journal","01052896",6.063,"214"
"Immunological Reviews","journal"," 1600065X",6.063,"214"
"Science advances","journal","23752548",6.062,"102"
"Biological Psychiatry","journal","00063223",6.059,"308"
"Biological Psychiatry","journal"," 18732402",6.059,"308"
"Cell Reports","journal","22111247",6.058,"130"
"Alzheimer's and Dementia","journal","15525279",6.012,"107"
"Alzheimer's and Dementia","journal"," 15525260",6.012,"107"
"American Sociological Review","journal","00031224",5.992,"185"
"American Sociological Review","journal"," 19398271",5.992,"185"
"JAMA Cardiology","journal","23806583",5.976,"46"
"JAMA Cardiology","journal"," 23806591",5.976,"46"
"Journal of Clinical Investigation","journal","00219738",5.973,"471"
"Journal of Clinical Investigation","journal"," 15588238",5.973,"471"
"Living Reviews in Solar Physics","journal","16144961",5.959,"47"
"Living Reviews in Solar Physics","journal"," 23673648",5.959,"47"
"Cold Spring Harbor perspectives in biology","journal","19430264",5.926,"153"
"Annual Review of Phytopathology","journal","00664286",5.919,"150"
"Annual Review of Phytopathology","journal"," 15452107",5.919,"150"
"Trends in Immunology","journal","14714906",5.917,"218"
"Trends in Immunology","journal"," 14714981",5.917,"218"
"JAMA - Journal of the American Medical Association","journal","15383598",5.913,"654"
"JAMA - Journal of the American Medical Association","journal"," 00987484",5.913,"654"
"JAMA - Journal of the American Medical Association","journal"," 00029955",5.913,"654"
"Nature Biomedical Engineering","journal","2157846X",5.887,"37"
"European Heart Journal","journal","15229645",5.883,"286"
"European Heart Journal","journal"," 0195668X",5.883,"286"
"American Journal of Respiratory and Critical Care Medicine","journal","1073449X",5.882,"359"
"American Journal of Respiratory and Critical Care Medicine","journal"," 15354970",5.882,"359"
"Progress in Particle and Nuclear Physics","journal","01466410",5.882,"106"
"Advanced Functional Materials","journal","1616301X",5.875,"298"
"American Political Science Review","journal","15375943",5.872,"167"
"American Political Science Review","journal"," 00030554",5.872,"167"
"Annual Review of Entomology","journal","00664170",5.869,"189"
"Annual Review of Entomology","journal"," 15454487",5.869,"189"
"Astronomy and Astrophysics Review","journal","09354956",5.86,"60"
"Astronomy and Astrophysics Review","journal"," 14320754",5.86,"60"
"Inventiones Mathematicae","journal","00209910",5.848,"97"
"Inventiones Mathematicae","journal"," 14321297",5.848,"97"
"Progress in Retinal and Eye Research","journal","13509462",5.834,"141"
"Progress in Retinal and Eye Research","journal"," 18731635",5.834,"141"
"Journal of Accounting and Economics","journal","01654101",5.821,"143"
"Nano Letters","journal","15306992",5.786,"461"
"Nano Letters","journal"," 15306984",5.786,"461"
"Acta Mathematica","journal","00015962",5.766,"62"
"Manufacturing and Service Operations Management","journal","15265498",5.732,"77"
"Manufacturing and Service Operations Management","journal"," 15234614",5.732,"77"
"Small Methods","journal","23669608",5.723,"18"
"Nature Geoscience","journal","17520908",5.685,"183"
"Nature Geoscience","journal"," 17520894",5.685,"183"
"Theoretical Economics","journal","15557561",5.672,"28"
"Annual Review of Public Health","journal","01637525",5.656,"137"
"Annual Review of Public Health","journal"," 15452093",5.656,"137"
"Journal of Cell Biology","journal","15408140",5.646,"368"
"Journal of Cell Biology","journal"," 00219525",5.646,"368"
"Nature Reviews Endocrinology","journal","17595037",5.634,"132"
"Nature Reviews Endocrinology","journal"," 17595029",5.634,"132"
"Nano Energy","journal","22112855",5.633,"139"
"PLoS Medicine","journal","15491277",5.616,"215"
"PLoS Medicine","journal"," 15491676",5.616,"215"
"Nature Ecology and Evolution","journal","2397334X",5.603,"43"
"Optica","journal","23342536",5.6,"73"
"Nature Communications","journal","20411723",5.569,"298"
"Organization Science","journal","15265455",5.557,"224"
"Organization Science","journal"," 10477039",5.557,"224"
"European Journal of Heart Failure","journal","13889842",5.556,"127"
"European Journal of Heart Failure","journal"," 18790844",5.556,"127"
"Journal of Cellular Immunotherapy","journal","23521775",5.517,"1"
"Nature Plants","journal","2055026X",5.517,"55"
"FEMS Microbiology Reviews","journal","01686445",5.485,"198"
"FEMS Microbiology Reviews","journal"," 15746976",5.485,"198"
"Journal of Monetary Economics","journal","03043932",5.474,"121"
"Economic Journal","journal","14680297",5.453,"153"
"Economic Journal","journal"," 00130133",5.453,"153"
"International Materials Reviews","journal","09506608",5.448,"102"
"International Materials Reviews","journal"," 17432804",5.448,"102"
"Accounting Review","journal","00014826",5.446,"143"
"Annual Review of Fluid Mechanics","book series","15454479",5.44,"171"
"Annual Review of Fluid Mechanics","book series"," 00664189",5.44,"171"
"Management Science","journal","00251909",5.439,"237"
"Management Science","journal"," 15265501",5.439,"237"
"Angewandte Chemie - International Edition","journal","14337851",5.438,"523"
"Angewandte Chemie - International Edition","journal"," 15213773",5.438,"523"
"Annual Review of Materials Research","book series","15317331",5.435,"148"
"Annual Review of Materials Research","book series"," 15454118",5.435,"148"
"Blood","journal","15280020",5.416,"448"
"Blood","journal"," 00064971",5.416,"448"
"Brain","journal","14602156",5.408,"325"
"Brain","journal"," 00068950",5.408,"325"
"Plant Cell","journal","1532298X",5.399,"329"
"Plant Cell","journal"," 10404651",5.399,"329"
"Hepatology","journal","02709139",5.377,"347"
"Hepatology","journal"," 15273350",5.377,"347"
"Journal of the National Cancer Institute","journal","14602105",5.356,"348"
"Journal of the National Cancer Institute","journal"," 00278874",5.356,"348"
"Journal of the Academy of Marketing Science","journal","00920703",5.309,"159"
"Journal of the Academy of Marketing Science","journal"," 15527824",5.309,"159"
"Lancet Gastroenterology and Hepatology, The","journal","24681253",5.299,"35"
"Microbiome","journal","20492618",5.282,"62"
"Clinical Psychology Review","journal","18737811",5.281,"194"
"Clinical Psychology Review","journal"," 02727358",5.281,"194"
"Journal of Extracellular Vesicles","journal","20013078",5.274,"56"
"Perspectives on Psychological Science","journal","17456916",5.272,"125"
"Perspectives on Psychological Science","journal"," 17456924",5.272,"125"
"Nature Reviews Neurology","journal","17594766",5.247,"139"
"Nature Reviews Neurology","journal"," 17594758",5.247,"139"
"Light: Science and Applications","journal","20477538",5.245,"80"
"Clinical Cancer Research","journal","10780432",5.241,"310"
"Clinical Cancer Research","journal"," 15573265",5.241,"310"
"Current Opinion in Cell Biology","journal","09550674",5.231,"254"
"Current Opinion in Cell Biology","journal"," 18790410",5.231,"254"
"Developmental Cell","journal","15345807",5.22,"253"
"Developmental Cell","journal"," 18781551",5.22,"253"
"Review of Corporate Finance Studies","journal","20469136",5.181,"12"
"Review of Corporate Finance Studies","journal"," 20469128",5.181,"12"
"Annual Review of Genomics and Human Genetics","journal","15278204",5.179,"112"
"Annual Review of Genomics and Human Genetics","journal"," 1545293X",5.179,"112"
"JACC: Heart Failure","journal","22131787",5.173,"56"
"JACC: Heart Failure","journal"," 22131779",5.173,"56"
"Proceedings of the National Academy of Sciences of the United States of America","journal","10916490",5.165,"737"
"Proceedings of the National Academy of Sciences of the United States of America","journal"," 00278424",5.165,"737"
"Annual Review of Pharmacology and Toxicology","journal","15454304",5.153,"197"
"Annual Review of Pharmacology and Toxicology","journal"," 03621642",5.153,"197"
"Vital and health statistics. Series 2, Data evaluation and methods research","journal","00832057",5.138,"23"
"Advanced Science","journal","21983844",5.133,"80"
"Science Robotics","journal","24709476",5.126,"30"
"Foundations and Trends in Machine Learning","journal","19358245",5.12,"30"
"Foundations and Trends in Machine Learning","journal"," 19358237",5.12,"30"
"ISME Journal","journal","17517362",5.073,"156"
"ISME Journal","journal"," 17517370",5.073,"156"
"Springer Monographs in Mathematics","book series","14397382",5.061,"12"
"Energy Storage Materials","journal","24058297",5.044,"54"
"Journal of International Business Studies","journal","00472506",4.994,"184"
"Journal of International Business Studies","journal"," 14786990",4.994,"184"
"Endocrine Reviews","journal","19457189",4.991,"263"
"Endocrine Reviews","journal"," 0163769X",4.991,"263"
"Journal of Computer-Mediated Communication","journal","10836101",4.987,"111"
"Journal of Business Venturing","journal","08839026",4.977,"170"
"Biological Reviews","journal","1469185X",4.974,"153"
