"TITULO","TIPO","ISSN","SJR","INDICE_H"
"Journal of Long-Term Effects of Medical Implants","journal","10506934",0.145,"34"
"Journal of Long-Term Effects of Medical Implants","journal"," 19404379",0.145,"34"
"Journal of Manufacturing Technology Research","journal","19438095",0.145,"5"
"Journal of Radiology Nursing","journal","15460843",0.145,"9"
"Journal of the Belgian Society of Radiology","journal","25148281",0.145,"23"
"Modern American History","journal","25150456",0.145,"2"
"Modern American History","journal"," 23971851",0.145,"2"
"New Review of Information Networking","journal","13614576",0.145,"13"
"New Review of Information Networking","journal"," 17407869",0.145,"13"
"Nordic Journal of Human Rights","journal","1891814X",0.145,"7"
"Nordic Journal of Human Rights","journal"," 18918131",0.145,"7"
"Nursing older people","journal","14720795",0.145,"19"
"Open Medicine","journal","19112092",0.145,"26"
"Paedagogica Historica","journal","1477674X",0.145,"16"
"Paedagogica Historica","journal"," 00309230",0.145,"16"
"Proceedings - International Conference on Machine Learning and Cybernetics","conference and proceedings","2160133X",0.145,"15"
"Research Report - University of Sydney, Department of Civil Engineering","journal","14412713",0.145,"7"
"Revue des Etudes Juives","journal","1783175X",0.145,"8"
"Revue des Etudes Juives","journal"," 04848616",0.145,"8"
"RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao","journal","16469895",0.145,"14"
"Sagvntvm","journal","2174517X",0.145,"1"
"Sagvntvm","journal"," 02103729",0.145,"1"
"Social Evolution and History","journal","16814363",0.145,"9"
"Social History","journal","03071022",0.145,"26"
"Social History","journal"," 14701200",0.145,"26"
"Soviet and Post Soviet Review","journal","18763324",0.145,"7"
"Soviet and Post Soviet Review","journal"," 10751262",0.145,"7"
"Sprawozdania Archeologiczne","journal","00813834",0.145,"2"
"Vascular Disease Management","journal","15538036",0.145,"7"
"Vojnosanitetski Pregled","journal","24060720",0.145,"18"
"Vojnosanitetski Pregled","journal"," 00428450",0.145,"18"
"Acta Academiae Medicinae Sinicae","journal","1000503X",0.144,"16"
"Acta Angiologica","journal","1234950X",0.144,"5"
"Acta Angiologica","journal"," 16443276",0.144,"5"
"Acta Arachnologica","journal","00015202",0.144,"14"
"American Nineteenth Century History","journal","17437903",0.144,"5"
"American Nineteenth Century History","journal"," 14664658",0.144,"5"
"Asian Academy of Management Journal of Accounting and Finance","journal","18234992",0.144,"12"
"Asian Academy of Management Journal of Accounting and Finance","journal"," 19858299",0.144,"12"
"Bakhtiniana","journal","21764573",0.144,"2"
"Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis","journal","04798023",0.144,"23"
"Biotechnology Law Report","journal","0730031X",0.144,"8"
"Biotechnology Law Report","journal"," 15578704",0.144,"8"
"BRICS Law Journal","journal","24122343",0.144,"2"
"BRICS Law Journal","journal"," 24099058",0.144,"2"
"Central European History","journal","00089389",0.144,"19"
"Central European History","journal"," 15691616",0.144,"19"
"CEPAL Review","journal","16840348",0.144,"12"
"CEPAL Review","journal"," 02512920",0.144,"12"
"Chinese Pharmaceutical Journal","journal","10012494",0.144,"20"
"Current Metabolomics","journal","22132368",0.144,"3"
"Current Metabolomics","journal"," 2213235X",0.144,"3"
"Current Research in Social Psychology","journal","10887423",0.144,"21"
"Digital Icons","journal","20437633",0.144,"1"
"Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi)","journal","04247760",0.144,"26"
"Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi)","journal"," 15206416",0.144,"26"
"Estetika : The Central European Journal of Aesthetics","journal","00141291",0.144,"3"
"Forest Research","journal","10011498",0.144,"14"
"Global and Stochastic Analysis","journal","22489444",0.144,"4"
"Hematologia","journal","20813287",0.144,"5"
"Hematologia","journal"," 20810768",0.144,"5"
"Histoire de l'Education","journal","02216280",0.144,"5"
"History of Religions","journal","15456935",0.144,"22"
"History of Religions","journal"," 00182710",0.144,"22"
"Infektsionnye Bolezni","journal","17299225",0.144,"3"
"Infektsionnye Bolezni","journal"," 24149691",0.144,"3"
"Informatik-Spektrum","journal","01706012",0.144,"16"
"International Journal of Applied Cryptography","journal","17530571",0.144,"15"
"International Journal of Applied Cryptography","journal"," 17530563",0.144,"15"
"International Journal of Aquatic Research and Education","journal","19329997",0.144,"9"
"International Journal of Aquatic Research and Education","journal"," 19329253",0.144,"9"
"International Journal of Dynamical Systems and Differential Equations","journal","17523591",0.144,"12"
"International Journal of Dynamical Systems and Differential Equations","journal"," 17523583",0.144,"12"
"International Journal of Sociotechnology and Knowledge Development","journal","19416253",0.144,"10"
"International Journal of Sociotechnology and Knowledge Development","journal"," 19416261",0.144,"10"
"International Journal of Virtual and Personal Learning Environments","journal","19478526",0.144,"10"
"International Journal of Virtual and Personal Learning Environments","journal"," 19478518",0.144,"10"
"Iranian Journal of Dermatology","journal","0021082X",0.144,"5"
"Jokull","journal","04490576",0.144,"2"
"Journal of Applied Statistical Science","journal","10675817",0.144,"7"
"Journal of Design","journal","16068327",0.144,"2"
"Journal of Isfahan Medical School","journal","10277595",0.144,"10"
"Journal of Isfahan Medical School","journal"," 1735854X",0.144,"10"
"Journal of Japanese Studies","journal","00956848",0.144,"18"
"Journal of Japanese Studies","journal"," 15494721",0.144,"18"
"Journal of Krishna Institute of Medical Sciences University","journal","22314261",0.144,"8"
"Journal of perioperative practice","journal","17504589",0.144,"16"
"Journal of Radiotherapy in Practice","journal","14603969",0.144,"13"
"Journal of Southern History","journal","00224642",0.144,"16"
"Libres","journal","10586768",0.144,"10"
"Magis","journal","20271174",0.144,"7"
"Magis","journal"," 20271182",0.144,"7"
"Malaysian Journal of Public Health Medicine","journal","16750306",0.144,"7"
"McKinsey Quarterly","journal","00475394",0.144,"33"
"Nederlands Tijdschrift voor Geneeskunde","journal","00282162",0.144,"34"
"Nederlands Tijdschrift voor Geneeskunde","journal"," 18768784",0.144,"34"
"Ochrona Srodowiska","journal","12306169",0.144,"13"
"Pediatric emergency medicine practice","journal","15499650",0.144,"7"
"Pediatric emergency medicine practice","journal"," 15499669",0.144,"7"
"Perfiles Latinoamericanos","journal","01887653",0.144,"8"
"Qualitative Research in Education","journal","20146418",0.144,"1"
"Rasprave Instituta za Hrvatski Jezik i Jezikoslovlje","journal","13316745",0.144,"5"
"Research Journal of Seed Science","journal","18193552",0.144,"11"
"Research Journal of Seed Science","journal"," 21516146",0.144,"11"
"Revista de Dialectologia y Tradiciones Populares","journal","19888457",0.144,"8"
"Revista de Dialectologia y Tradiciones Populares","journal"," 00347981",0.144,"8"
"Revista Espanola de Cardiologia Suplementos","journal","15792250",0.144,"12"
"Revista Espanola de Cardiologia Suplementos","journal"," 11313587",0.144,"12"
"Revista Latinoamericana de Psicopatologia Fundamental","journal","19840381",0.144,"7"
"Revista Latinoamericana de Psicopatologia Fundamental","journal"," 14154714",0.144,"7"
"Revista MVZ Cordoba","journal","01220268",0.144,"10"
"Revista MVZ Cordoba","journal"," 19090544",0.144,"10"
"Revista Peruana de Biologia","journal","17279933",0.144,"19"
"Revista Peruana de Biologia","journal"," 15610837",0.144,"19"
"Revue d'Histoire des Mathematiques","journal","1777568X",0.144,"6"
"Revue d'Histoire des Mathematiques","journal"," 1262022X",0.144,"6"
"Revue Internationale et Strategique","journal","12871672",0.144,"5"
"Soins; la revue de reference infirmiere","journal","00380814",0.144,"5"
"Studies on Ethno-Medicine","journal","09735070",0.144,"15"
"Turk Osteoporoz Dergisi","journal","21472653",0.144,"5"
"Turk Osteoporoz Dergisi","journal"," 21463816",0.144,"5"
"X-ray Structure Analysis Online","journal","18833578",0.144,"7"
"Zeitschrift fur Geburtshilfe und Neonatologie","journal","14391651",0.144,"18"
"Zeitschrift fur Geburtshilfe und Neonatologie","journal"," 09482393",0.144,"18"
"Advances in Education in Diverse Communities: Research, Policy and Praxis","book series","1479358X",0.143,"6"
"Advances in Military Technology","journal","18022308",0.143,"10"
"American Journal of Biochemistry and Biotechnology","journal","15533468",0.143,"28"
"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS","journal","14391074",0.143,"26"
"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS","journal"," 09392661",0.143,"26"
"Applied Mathematics E - Notes","journal","16072510",0.143,"17"
"ASEAN Journal of Chemical Engineering","journal","16554418",0.143,"4"
"British Journal of Medical Practitioners","journal","17578515",0.143,"11"
"Bulletin of Glaciological Research","journal","13453807",0.143,"9"
"Civitas","journal","19847289",0.143,"1"
"Civitas","journal"," 15196089",0.143,"1"
"Comunicazione Politica","journal","19725094",0.143,"2"
"Comunicazione Politica","journal"," 15946061",0.143,"2"
"Dental Cadmos","journal","00118524",0.143,"8"
"Dumbarton Oaks Papers","book series","00707546",0.143,"17"
"ESQ - Journal of the American Renaissance","journal","1935021X",0.143,"8"
"ESQ - Journal of the American Renaissance","journal"," 00938297",0.143,"8"
"International Journal of Applied Business and Economic Research","journal","09727302",0.143,"18"
"International Journal of Applied Research in Veterinary Medicine","journal","15422666",0.143,"12"
"International Journal of Applied Research in Veterinary Medicine","journal"," 1559470X",0.143,"12"
"International Journal of High Performance Systems Architecture","journal","17516536",0.143,"9"
"International Journal of High Performance Systems Architecture","journal"," 17516528",0.143,"9"
"Johns Hopkins APL Technical Digest (Applied Physics Laboratory)","journal","02705214",0.143,"32"
"Journal of Adult Theological Education","journal","17431654",0.143,"2"
"Journal of Adult Theological Education","journal"," 17407141",0.143,"2"
"Journal of Alcohol and Drug Education","journal","00901482",0.143,"22"
"Journal of Health and Human Services Administration","journal","10793739",0.143,"20"
"Journal of Health Research","journal","2586940X",0.143,"3"
"Journal of Health Research","journal"," 08574421",0.143,"3"
"Journal of Histotechnology","journal","01478885",0.143,"21"
"Journal of Histotechnology","journal"," 20460236",0.143,"21"
"Journal of Information Ethics","journal","10619321",0.143,"11"
"Journal of Korea Trade","journal","1229828X",0.143,"4"
"Journal of Qur'anic Studies","journal","17551730",0.143,"5"
"Journal of Qur'anic Studies","journal"," 14653591",0.143,"5"
"Kajian Malaysia","journal","01274082",0.143,"8"
"Kajian Malaysia","journal"," 21804273",0.143,"8"
"Kriminologisches Journal","journal","03411966",0.143,"5"
"Lijecnicki Vjesnik","journal","00243477",0.143,"15"
"Mathematical Engineering","book series","21924732",0.143,"6"
"Mathematical Engineering","book series"," 21924740",0.143,"6"
"Medijske Studije","journal","18479758",0.143,"3"
"Medijske Studije","journal"," 18485030",0.143,"3"
"Method and Theory in the Study of Religion","journal","09433058",0.143,"23"
"Natural History Bulletin of the Siam Society","journal","00809462",0.143,"6"
"Neurology Asia","journal","18236138",0.143,"14"
"Nevrologiya, Neiropsikhiatriya, Psikhosomatika","journal","20742711",0.143,"5"
"Nevrologiya, Neiropsikhiatriya, Psikhosomatika","journal"," 23101342",0.143,"5"
"Pakistan Development Review","journal","00309729",0.143,"22"
"Pediatria de Atencion Primaria","journal","11397632",0.143,"8"
"Proceedings of the International Conference on Dublin Core and Metadata Applications","conference and proceedings","19391358",0.143,"15"
"Revista de Ciencias Agroveterinarias","journal","22381171",0.143,"3"
"Revista de Ciencias Agroveterinarias","journal"," 16769732",0.143,"3"
"Revista Veterinaria","journal","16696840",0.143,"7"
"Revista Veterinaria","journal"," 16684834",0.143,"7"
"South African Historical Journal","journal","17261686",0.143,"15"
"South African Historical Journal","journal"," 02582473",0.143,"15"
"Srpski Arhiv Za Celokupno Lekarstvo","journal","03708179",0.143,"16"
"Talent Development and Excellence","journal","18692885",0.143,"15"
"Talent Development and Excellence","journal"," 18690459",0.143,"15"
"Third Text","journal","09528822",0.143,"16"
"Transforming Anthropology","journal","10510559",0.143,"8"
"Zeitschrift fur Feldherpetologie","journal","09467998",0.143,"8"
"Acta Ethnographica Hungarica","journal","15882586",0.142,"5"
"Acta Ethnographica Hungarica","journal"," 12169803",0.142,"5"
"Advances in Librarianship","book series","00652830",0.142,"9"
"Advances in Medical Sociology","book series","18758053",0.142,"17"
"Advances in Medical Sociology","book series"," 10576290",0.142,"17"
"AMA, Agricultural Mechanization in Asia, Africa and Latin America","journal","00845841",0.142,"11"
"Archivo Espanol de Arte","journal","00040428",0.142,"5"
"Archivo Espanol de Arte","journal"," 19888511",0.142,"5"
"Asia Pacific Journal of Information Systems","journal","22885404",0.142,"2"
"Asia Pacific Journal of Information Systems","journal"," 22886818",0.142,"2"
"Betriebswirtschaftliche Forschung und Praxis","journal","03405370",0.142,"10"
"Bulgarian Chemical Communications","journal","08619808",0.142,"13"
"Calitatea Vietii","journal","10180389",0.142,"4"
"Classical Philology","journal","0009837X",0.142,"23"
"Classical Philology","journal"," 1546072X",0.142,"23"
"Current Psychiatry","journal","15378276",0.142,"9"
"Current Signal Transduction Therapy","journal","15743624",0.142,"17"
"Ethical Perspectives","journal","13700049",0.142,"11"
"Ethical Perspectives","journal"," 17831431",0.142,"11"
"Ethnomusicology Forum","journal","17411920",0.142,"5"
"Ethnomusicology Forum","journal"," 17411912",0.142,"5"
"European Journal of East Asian Studies","journal","15700615",0.142,"11"
"European Journal of East Asian Studies","journal"," 15680584",0.142,"11"
"Gaofenzi Cailiao Kexue Yu Gongcheng/Polymeric Materials Science and Engineering","journal","10007555",0.142,"13"
"Hrvatska Revija Za Rehabilitacijska Istrazivanja","journal","13313010",0.142,"8"
"Ideas y Valores","journal","01200062",0.142,"3"
"Ideggyogyaszati Szemle","journal","00191442",0.142,"14"
"IFIP International Conference on Wireless and Optical Communications Networks, WOCN","conference and proceedings","21517681",0.142,"10"
"Ikala","journal","01233432",0.142,"4"
"Industrial Archaeology Review","journal","17458196",0.142,"7"
"Industrial Archaeology Review","journal"," 03090728",0.142,"7"
"International Insolvency Review","journal","10991107",0.142,"7"
"International Insolvency Review","journal"," 11800518",0.142,"7"
"International Journal of Applied Chemistry","journal","09731792",0.142,"7"
"International Journal of Applied Chemistry","journal"," 09739734",0.142,"7"
"International Journal of Epilepsy","journal","22136320",0.142,"4"
"International Journal of Euro-Mediterranean Studies","journal","22326022",0.142,"4"
"International Journal of Euro-Mediterranean Studies","journal"," 18553362",0.142,"4"
"International Journal of Human Resources Development and Management","journal","14656612",0.142,"14"
"International Journal of Human Resources Development and Management","journal"," 17415160",0.142,"14"
"International Journal of Power Electronics","journal","1756638X",0.142,"11"
"International Journal of Power Electronics","journal"," 17566398",0.142,"11"
"International Journal of Pure and Applied Mathematics","journal","13118080",0.142,"23"
"International Journal of Pure and Applied Mathematics","journal"," 13143395",0.142,"23"
"Japanese Journal of Religious Studies","journal","03041042",0.142,"11"
"Journal of Canadian Studies","journal","19110251",0.142,"15"
"Journal of Canadian Studies","journal"," 00219495",0.142,"15"
"Journal of Modern Chinese History","journal","17535662",0.142,"3"
"Journal of Modern Chinese History","journal"," 17535654",0.142,"3"
"Journal of Religion","journal","00224189",0.142,"17"
"Journal of Religion","journal"," 15496538",0.142,"17"
"Journal of Reports in Pharmaceutical Sciences","journal","23225106",0.142,"6"
"Journal of Reports in Pharmaceutical Sciences","journal"," 23221232",0.142,"6"
"Journal of Textile and Apparel, Technology and Management","journal","15330915",0.142,"22"
"Journal of Time Series Econometrics","journal","19411928",0.142,"2"
"Journal of Time Series Econometrics","journal"," 21946507",0.142,"2"
"Journal of Transport History","journal","00225266",0.142,"14"
"Journal of Transport History","journal"," 17593999",0.142,"14"
"Jurnal Manajemen Hutan Tropika","journal","20892063",0.142,"4"
"Jurnal Manajemen Hutan Tropika","journal"," 20870469",0.142,"4"
"Landscape Journal","journal","02772426",0.142,"11"
"Landscape Journal","journal"," 15532704",0.142,"11"
"Lecture Notes in Earth System Sciences","book series","2193858X",0.142,"15"
"Lecture Notes in Earth System Sciences","book series"," 21938571",0.142,"15"
"Lexikos","journal","16844904",0.142,"13"
"Medieval Encounters","journal","13807854",0.142,"14"
"ONdrugDelivery","trade journal","2049145X",0.142,"6"
"ONdrugDelivery","trade journal"," 20491468",0.142,"6"
"Opera Quarterly","journal","14762870",0.142,"10"
"Opera Quarterly","journal"," 07360053",0.142,"10"
"Pacific Historical Review","journal","15338584",0.142,"20"
"Pacific Historical Review","journal"," 00308684",0.142,"20"
"Poblacion y Sociedad","journal","18528562",0.142,"3"
"Poblacion y Sociedad","journal"," 03283445",0.142,"3"
"Proceedings of the International Conference on Numerical Simulation of Optoelectronic Devices, NUSOD","conference and proceedings","21583234",0.142,"6"
"Proceedings - Symposium on Computer Architecture and High Performance Computing","conference and proceedings","15506533",0.142,"21"
"Quaderni di Geofisica","journal","15902595",0.142,"6"
"Revista Brasileira de Historia","journal","01020188",0.142,"6"
"Revista Brasileira de Historia","journal"," 18069347",0.142,"6"
"Revista CIDOB d'Afers Internacionals","journal","2013035X",0.142,"2"
"Revista CIDOB d'Afers Internacionals","journal"," 11336595",0.142,"2"
"Revista Colombiana de Quimica","journal","01202804",0.142,"6"
"Revista Facultad de Ingenieria","journal","01206230",0.142,"11"
"Revista Facultad de Ingenieria","journal"," 24222844",0.142,"11"
"Science and Society","journal","00368237",0.142,"22"
"Socialism and Democracy","journal","08854300",0.142,"13"
"Socialism and Democracy","journal"," 17452635",0.142,"13"
"Social Medicine","journal","15577112",0.142,"6"
"Sociologia e Antropologia","journal","22383875",0.142,"2"
"Synthesis Lectures on Digital Circuits and Systems","book series","19323166",0.142,"6"
"Taiwan Water Conservancy","journal","04921505",0.142,"6"
"Temenos","journal","04971817",0.142,"9"
"Trends in Medical Research","journal","18193587",0.142,"9"
"Trends in Medical Research","journal"," 21516065",0.142,"9"
"Vakuum in Forschung und Praxis","journal","15222454",0.142,"13"
"Vakuum in Forschung und Praxis","journal"," 0947076X",0.142,"13"
"Voprosy Sovremennoi Pediatrii - Current Pediatrics","journal","16825535",0.142,"4"
"Voprosy Sovremennoi Pediatrii - Current Pediatrics","journal"," 16825527",0.142,"4"
"Voprosy Virusologii","journal","05074088",0.142,"14"
"WIT Transactions on Ecology and the Environment","journal","17433541",0.142,"20"
"Wuhan University Journal of Natural Sciences","journal","10071202",0.142,"19"
"Wuhan University Journal of Natural Sciences","journal"," 19934998",0.142,"19"
"Z Zagadnien Nauk Sadowych","journal","12307483",0.142,"11"
"Academic Journal of Interdisciplinary Studies","journal","22813993",0.141,"3"
"Academic Journal of Interdisciplinary Studies","journal"," 22814612",0.141,"3"
"African Renaissance","journal","25165305",0.141,"1"
"African Renaissance","journal"," 17442532",0.141,"1"
"American Pharmaceutical Review","journal","10998012",0.141,"21"
"Ampersand","journal","22150390",0.141,"5"
"Ankara Universitesi Eczacilik Fakultesi Dergisi","journal","10153918",0.141,"9"
"Annales Francaises de Medecine d'Urgence","journal","21086591",0.141,"9"
"Annales Francaises de Medecine d'Urgence","journal"," 21086524",0.141,"9"
"Annals of Pediatric Surgery","journal","16874137",0.141,"5"
"Annals of Pediatric Surgery","journal"," 20905394",0.141,"5"
"Australasian Journal of Disaster and Trauma Studies","journal","11744707",0.141,"15"
"Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences","journal","1671167X",0.141,"17"
"Beitrage zur Geschichte der Deutschen Sprache und Literatur","journal","00058076",0.141,"7"
"Biomedical Research and Therapy","journal","21984093",0.141,"1"
"Botanica Lithuanica","journal","2029932X",0.141,"4"
"Botanica Lithuanica","journal"," 13921665",0.141,"4"
"Bunseki Kagaku","journal","05251931",0.141,"18"
"Change Over Time","journal","2153053X",0.141,"5"
"Change Over Time","journal"," 21530548",0.141,"5"
"Chemija","journal","02357216",0.141,"14"
"Cuadernos de Administracion","journal","19007205",0.141,"8"
"Cuadernos de Administracion","journal"," 01203592",0.141,"8"
"Developments in Corporate Governance and Responsibility","book series","20430531",0.141,"5"
"Developments in Corporate Governance and Responsibility","book series"," 20430523",0.141,"5"
"Digithum","journal","15752275",0.141,"2"
"Eesti ja Soome-Ugri Keeleteaduse Ajakiri","journal","17368987",0.141,"4"
"Eesti ja Soome-Ugri Keeleteaduse Ajakiri","journal"," 22281339",0.141,"4"
"Emerging Materials Research","journal","20460155",0.141,"5"
"Emerging Materials Research","journal"," 20460147",0.141,"5"
"Frontiers of Economics in China","journal","16733444",0.141,"12"
"Frontiers of Economics in China","journal"," 16733568",0.141,"12"
"Gender and History","journal","09535233",0.141,"28"
"Gender and History","journal"," 14680424",0.141,"28"
"High Technology Letters","journal","10066748",0.141,"10"
"Indian Journal of Agricultural Economics","journal","00195014",0.141,"17"
"Indonesian Biomedical Journal","journal","23559179",0.141,"3"
"Indonesian Biomedical Journal","journal"," 20853297",0.141,"3"
"Infocommunications Journal","journal","20612125",0.141,"6"
"Infocommunications Journal","journal"," 20612079",0.141,"6"
"International Journal of Critical Computer-Based Systems","journal","17578779",0.141,"9"
"International Journal of Critical Computer-Based Systems","journal"," 17578787",0.141,"9"
"International Journal of Interdisciplinary Environmental Studies","journal","23291621",0.141,"3"
"International Journal of Interdisciplinary Environmental Studies","journal"," 23291559",0.141,"3"
"International Journal of PharmTech Research","journal","09744304",0.141,"42"
"International Journal of Sociology of Education","journal","20143575",0.141,"2"
"International Social Science Journal","journal","00208701",0.141,"43"
"International Social Science Journal","journal"," 14682451",0.141,"43"
"Iranian Journal of Blood and Cancer","journal","20084609",0.141,"5"
"Iranian Journal of Blood and Cancer","journal"," 20084595",0.141,"5"
"IWMI Working Papers","book series","20125763",0.141,"5"
"Journal of Glass Studies","journal","00754250",0.141,"11"
"Journal of Jewish Studies","journal","00222097",0.141,"12"
"Journal of Low Power Electronics","journal","15462005",0.141,"15"
"Journal of Low Power Electronics","journal"," 15461998",0.141,"15"
"Journal of Metals, Materials and Minerals","journal","08576149",0.141,"2"
"Journal of Physical Agents","journal","18880258",0.141,"13"
"Journal of Southeast University (English Edition)","journal","10037985",0.141,"15"
"Journal of the Society of Architectural Historians","journal","00379808",0.141,"14"
"Koers","journal","0023270X",0.141,"4"
"Koers","journal"," 23048557",0.141,"4"
"Korean Economic Review","journal","02543737",0.141,"4"
"Languages in Contrast","journal","13876759",0.141,"9"
"Languages in Contrast","journal"," 15699897",0.141,"9"
"Limnological Review","journal","23007575",0.141,"2"
"Limnological Review","journal"," 16425952",0.141,"2"
"Medecine Nucleaire","journal","09281258",0.141,"9"
"Medecine Nucleaire","journal"," 18786820",0.141,"9"
"Minerva Pneumologica","journal","00264954",0.141,"6"
"Molecular Genetics, Microbiology and Virology","journal","08914168",0.141,"9"
"Molecular Genetics, Microbiology and Virology","journal"," 1934841X",0.141,"9"
"Pan American Health Care Exchanges, PAHCE","conference and proceedings","23278161",0.141,"6"
"Postepy Mikrobiologii","journal","00794252",0.141,"10"
"Proceedings of the Annual Conference of the Prognostics and Health Management Society, PHM","conference and proceedings","23250178",0.141,"7"
"Proceedings of the International Conference on e-Learning, ICEL","conference and proceedings","20488890",0.141,"7"
"Psychotherapies","journal","0251737X",0.141,"7"
"Revista Mexicana de Urología","journal","00350001",0.141,"3"
"Revista Numismatica Hecate","journal","23868643",0.141,"2"
"Scientia Medica","journal","19806108",0.141,"7"
"Scientia Medica","journal"," 18065562",0.141,"7"
"Swedish Dental Journal","journal","03479994",0.141,"32"
"Teaching Philosophy","journal","21536619",0.141,"14"
"Teaching Philosophy","journal"," 01455788",0.141,"14"
"Theology Today","journal","20442556",0.141,"8"
"Theology Today","journal"," 00405736",0.141,"8"
"Thoracic and Cardiovascular Surgeon, Supplement","journal","09464778",0.141,"10"
"University of New South Wales law journal, The","journal","03130096",0.141,"3"
"Zhurnal Obshchei Biologii","journal","00444596",0.141,"14"
"Alaska Journal of Anthropology","journal","15449793",0.14,"2"
"Asian Journal of Chemistry","journal","09707077",0.14,"33"
"Atti della Pontificia Accademia Romana di Archeologia: Serie III, Rendiconti","book series","10199500",0.14,"2"
"Biology and Medicine","journal","09748369",0.14,"21"
"Boletim Paranaense de Geosciencias","journal","0067964X",0.14,"11"
"British Journal of Health Care Management","journal","13580574",0.14,"15"
"Childhood Education","journal","00094056",0.14,"22"
"Childhood Education","journal"," 21620725",0.14,"22"
"Conference on Design and Architectures for Signal and Image Processing, DASIP","conference and proceedings","21649766",0.14,"11"
"Diritto and Questioni Pubbliche","journal","18250173",0.14,"3"
"Disaster Advances","journal","22784543",0.14,"15"
"Disaster Advances","journal"," 0974262X",0.14,"15"
"Estudos Economicos","journal","19805357",0.14,"10"
"Estudos Economicos","journal"," 01014161",0.14,"10"
"Ethics and Bioethics (in Central Europe)","journal","13385615",0.14,"2"
"Ethics and Bioethics (in Central Europe)","journal"," 24537829",0.14,"2"
"Fenmo Yejin Cailiao Kexue yu Gongcheng/Materials Science and Engineering of Powder Metallurgy","journal","16730224",0.14,"10"
"Filologija","journal","0449363X",0.14,"3"
"Flebologiya","journal","19976976",0.14,"2"
"Flebologiya","journal"," 23095601",0.14,"2"
"Geneva Reports on the World Economy","book series","16078616",0.14,"7"
"Hearing Journal","journal","23336218",0.14,"19"
"Hearing Journal","journal"," 07457472",0.14,"19"
"Himalaya","journal","19352212",0.14,"9"
"Historische Sprachforschung","journal","09353518",0.14,"9"
"Horizontes Antropologicos","journal","01047183",0.14,"13"
"Hrvatske Vode","journal","13301144",0.14,"7"
"Hrvatske Vode","journal"," 18490506",0.14,"7"
"Informacije MIDEM","journal","03529045",0.14,"17"
"Informacijos Mokslai","journal","13921487",0.14,"1"
"Informacijos Mokslai","journal"," 13920561",0.14,"1"
"International Agricultural Engineering Journal","journal","08582114",0.14,"13"
"International Journal of Arabic-English Studies","journal","16800982",0.14,"2"
"International Journal of Arts and Technology","journal","17548861",0.14,"16"
"International Journal of Arts and Technology","journal"," 17548853",0.14,"16"
"International Journal of Automotive Engineering","journal","21850992",0.14,"5"
"International Journal of Automotive Engineering","journal"," 21850984",0.14,"5"
"International Journal of Sustainable Construction Engineering and Technology","journal","26007959",0.14,"2"
"International Journal of Sustainable Construction Engineering and Technology","journal"," 21803242",0.14,"2"
"International Journal on Advances in Life Sciences","journal","19422660",0.14,"7"
"International Pest Control","trade journal","00208256",0.14,"8"
"International Pest Control","trade journal"," 17516919",0.14,"8"
"Jezyk Polski","journal","00216941",0.14,"3"
"Journal of Argumentation in Context","journal","22114742",0.14,"4"
"Journal of Argumentation in Context","journal"," 22114750",0.14,"4"
"Journal of Economic Theory and Econometrics","journal","12292893",0.14,"3"
"Journal of Family History","journal","15525473",0.14,"22"
"Journal of Family History","journal"," 03631990",0.14,"22"
"Journal of Health, Safety and Environment","journal","22051104",0.14,"17"
"Journal of Health, Safety and Environment","journal"," 18379362",0.14,"17"
"Journal of Medical and Dental Sciences","journal","13428810",0.14,"28"
"Journal of Medical and Dental Sciences","journal"," 21859132",0.14,"28"
"Journal of Medical Sciences","journal","18125727",0.14,"17"
"Journal of Medical Sciences","journal"," 16824474",0.14,"17"
"Journal of Namibian Studies","journal","18635954",0.14,"1"
"Journal of Namibian Studies","journal"," 21975523",0.14,"1"
"Journal of Social History","journal","15271897",0.14,"34"
"Journal of Social History","journal"," 00224529",0.14,"34"
"Journal of Tropical Agriculture","journal","0971636X",0.14,"12"
"Journal of Tropical Agriculture","journal"," 09735399",0.14,"12"
"Journal of Undergraduate Neuroscience Education","journal","15442896",0.14,"15"
"Journal of World Intellectual Property","journal","14222213",0.14,"6"
"Journal of World Intellectual Property","journal"," 17471796",0.14,"6"
"Kranion","journal","15778843",0.14,"2"
"Lecturas de Economia","journal","23230622",0.14,"3"
"Lecturas de Economia","journal"," 01202596",0.14,"3"
"Legal Studies","journal","1748121X",0.14,"23"
"Legal Studies","journal"," 02613875",0.14,"23"
"L.O.G.O.S. Interdisziplinair","journal","0944405X",0.14,"6"
"Media and Jornalismo","journal","16455681",0.14,"1"
"Media and Jornalismo","journal"," 21835462",0.14,"1"
"Medicinski Pregled","journal","18207383",0.14,"15"
"Medicinski Pregled","journal"," 00258105",0.14,"15"
"Memoir of the Fukui Prefectural Dinosaur Museum","journal","13475622",0.14,"9"
"Modern Judaism","journal","10863273",0.14,"12"
